gene	chromosome	start_pos	end_pos	zscore	effect_size	pvalue	var_g	n_snps_used	n_snps_in_cov	n_snps_in_model
intron_6_31651776_31652400	6	31651776	31652400	-6.980612523152912	-0.18609963643034633	2.938958593393264e-12	0.08707725492092927	2	2.0	2
intron_6_31463279_31463371	6	31463279	31463371	6.9520559310913095	0.2593443591947464	3.600006081449649e-12	0.04682479536301252	1	1.0	1
intron_6_29944616_29945059	6	29944616	29945059	-6.930283069610595	-0.06592427919046959	4.199993552770696e-12	0.6562927084826187	1	4.0	4
intron_6_26368050_26368565	6	26368050	26368565	-6.926953315734863	-0.617761580630792	4.300004018573265e-12	0.0075197494702475935	1	1.0	1
intron_6_26368050_26368178	6	26368050	26368178	-6.926953315734863	-7.629863544624052	4.300004018573265e-12	4.929599317807132e-05	1	1.0	1
intron_6_26365352_26367990	6	26365352	26367990	-6.7802114486694345	-33.55844010547377	1.2000012167601963e-11	2.2668449188064916e-06	1	1.0	1
intron_6_28336943_28353862	6	28336943	28353862	-6.626745467424162	-0.31728768700646165	3.431686046819315e-11	0.023787609242089232	2	2.0	2
intron_6_30201123_30213305	6	30201123	30213305	6.623834133148193	0.24239091637974805	3.49999486311564e-11	0.04049745744990362	1	1.0	1
intron_6_30201138_30213305	6	30201138	30213305	6.619670867919922	0.09603534177825068	3.599995064761206e-11	0.25742241064641175	1	1.0	1
intron_6_32845785_32847068	6	32845785	32847068	6.583533672897986	0.3243718730481535	4.593964826823718e-11	0.021541590940391164	3	3.0	3
intron_6_32166266_32166498	6	32166266	32166498	-6.497421827017512	-64.65663112243767	8.17081244916249e-11	5.502506254592232e-07	2	2.0	2
intron_6_32154394_32154587	6	32154394	32154587	6.474700927734375	173.83910983108956	9.499991748536126e-11	7.634305798394945e-08	1	1.0	1
intron_6_32154777_32155030	6	32154777	32155030	-6.474700927734375	-6.603560640055604	9.499991748536126e-11	5.2906397465703774e-05	1	1.0	1
intron_6_32149722_32150368	6	32149722	32150368	-6.452527523040773	-51.57733666144202	1.0999989733962814e-10	8.672547878243978e-07	1	1.0	1
intron_6_30894671_30895404	6	30894671	30895404	6.436068713605168	1.1391489533021981	1.2260754563236523e-10	0.0018204163515252764	2	2.0	2
intron_6_30895514_30896621	6	30895514	30896621	-6.4271717071533185	-0.43983934531375074	1.2999995132524865e-10	0.01212684855204785	1	1.0	1
intron_6_28271934_28272670	6	28271934	28272670	-6.38144509452175	-0.08744695429669744	1.7542461893328278e-10	0.32239289216033773	3	3.0	3
intron_6_30894671_30896621	6	30894671	30896621	6.36477050109106	0.6782994917127415	1.9558195116407407e-10	0.00495850342678592	2	2.0	2
intron_6_29944616_30009145	6	29944616	30009145	6.215996265411377	0.05054270950904566	5.100001667032817e-10	0.9120445248572443	1	4.0	4
intron_6_25962855_25963049	6	25962855	25963049	6.109410285949706	373.09458155690066	9.999994920069088e-10	1.5299284289166326e-08	1	1.0	1
intron_6_26466088_26467948	6	26466088	26467948	5.985729192164592	0.23889002363657302	2.1542253818213045e-09	0.04079293191646849	2	2.0	2
intron_6_30914344_30914805	6	30914344	30914805	5.979096271908523	0.3560246342836403	2.243789285428115e-09	0.021538713582544947	2	2.0	2
intron_6_26374798_26376529	6	26374798	26376529	-5.935620265932354	-0.3082967194170379	2.927366424203392e-09	0.022166001895499346	2	2.0	2
intron_6_26474396_26476161	6	26474396	26476161	-5.931598186492921	-0.13255167838419835	3.0000007312788635e-09	0.12764070874632727	1	1.0	1
intron_6_30922241_30922382	6	30922241	30922382	5.84116296865475	0.09122632541046942	5.1837663032533405e-09	0.2884622460968666	2	2.0	2
intron_6_31271868_31271999	6	31271868	31271999	-5.822138603142212	-0.030009946228582073	5.809933426872469e-09	2.5512379310508453	4	5.0	5
intron_6_32637540_32641310	6	32637540	32641310	-5.805637236499031	-0.03680140179341905	6.412165837509678e-09	1.6456854819908533	3	3.0	3
intron_6_32518666_32520164	6	32518666	32520164	-5.764294624328613	-0.28173119000606334	8.20000620411896e-09	0.0277429534423953	1	4.0	4
intron_6_30919848_30920089	6	30919848	30920089	5.750462055206299	0.16032448027975263	8.899987757990082e-09	0.09022536547547615	1	1.0	1
intron_6_30913157_30913309	6	30913157	30913309	5.748572826385499	25.200568839686497	8.999987995906843e-09	3.651805542426144e-06	1	1.0	1
intron_6_30911767_30912014	6	30911767	30912014	-5.748572826385498	-37.65043264689332	8.999987995906906e-09	1.636019173811291e-06	1	1.0	1
intron_6_30922554_30922706	6	30922554	30922706	-5.74485445022583	-0.07265343145401304	9.200008757670302e-09	0.4393555019528322	1	1.0	1
intron_6_30920216_30920333	6	30920216	30920333	-5.743024826049805	-0.11969393147824497	9.300008563156644e-09	0.16187659746561456	1	1.0	1
intron_6_31148728_31148892	6	31148728	31148892	-5.68120331964569	-0.06855260715309174	1.3375036265786667e-08	0.4614135923455128	3	3.0	3
intron_6_31356442_31356688	6	31356442	31356688	-5.627080753974972	-0.037693737201324934	1.8328493612811174e-08	1.774464217441012	4	7.0	7
intron_6_31159035_31159143	6	31159035	31159143	-5.549473146455519	-0.15694144434891655	2.8653175646819778e-08	0.09155222558636164	2	2.0	2
intron_6_31158722_31158897	6	31158722	31158897	-5.541334187569789	-0.08398900405352741	3.00175727888468e-08	0.3178000235196323	2	2.0	2
intron_6_31158722_31159143	6	31158722	31159143	5.532420124363608	0.049110668389003714	3.1584228517141666e-08	0.967353614240313	3	3.0	3
intron_6_28360681_28361324	6	28360681	28361324	-5.378761291503906	-0.2123545450427933	7.500007225038754e-08	0.03737510410887568	1	1.0	1
intron_6_31143413_31144687	6	31143413	31144687	-5.364886760711671	-0.10484740272503566	8.100002015731164e-08	0.1730025807487255	1	1.0	1
intron_6_31144788_31144885	6	31144788	31144885	5.362671852111816	0.08912627362079925	8.199989196183625e-08	0.23941780064369672	1	1.0	1
intron_6_31651776_31651866	6	31651776	31651866	5.326724052429199	0.40464801818024654	9.999990862406662e-08	0.009458906359252563	1	1.0	1
intron_6_31651776_31652424	6	31651776	31652424	5.326724052429199	0.3396978706912634	9.999990862406662e-08	0.013421779888304845	1	1.0	1
intron_1_13584341_13607173	1	13584341	13607173	5.252559661865235	22.874069337409132	1.4999985209635758e-07	3.6622113405889517e-06	1	1.0	1
intron_1_13584100_13607173	1	13584100	13607173	5.2525596618652335	1321.5005113853344	1.499998520963587e-07	1.0972247580568553e-09	1	1.0	1
intron_6_26402412_26405372	6	26402412	26405372	5.240664005279541	0.06901954030857514	1.5999981196288588e-07	0.3345892640570407	1	1.0	1
intron_6_31615736_31616104	6	31615736	31616104	-5.16534185409546	-0.3298274452536554	2.399998751546227e-07	0.01714423510654042	1	1.0	1
intron_6_31616145_31616344	6	31616145	31616344	5.165341854095459	0.6674235802460398	2.399998751546245e-07	0.0041868615773301724	1	1.0	1
intron_6_30925385_30925544	6	30925385	30925544	5.060261530802004	0.1647508763917625	4.186818001653047e-07	0.06281985418320127	2	2.0	2
intron_6_32756466_32758850	6	32756466	32758850	4.97858645497031	0.026027065769262833	6.405033194275719e-07	2.578731564112227	3	5.0	5
intron_6_32044716_32045006	6	32044716	32045006	-4.961363792419434	-0.2904176657498721	6.999994837795233e-07	0.022155285394758514	1	2.0	2
intron_6_32062483_32064821	6	32062483	32064821	-4.95320749282837	-0.8572960087176035	7.300006022670196e-07	0.0025425049437475334	1	1.0	1
intron_6_32746072_32746582	6	32746072	32746582	-4.953207492828369	-0.224631322713364	7.300006022670223e-07	0.03310655197076843	1	3.0	3
intron_6_31117529_31120335	6	31117529	31120335	-4.95267929657489	-0.18109994999716236	7.3198558054534e-07	0.03947466322832447	2	2.0	2
intron_6_32934987_32935536	6	32934987	32935536	-4.9329423904418945	-0.3281655029721943	8.100005136552481e-07	0.010745243950155345	1	1.0	1
intron_6_30345398_30345491	6	30345398	30345491	-4.921234607696534	-0.34943360162754494	8.5999963403717e-07	0.012688275928152954	1	1.0	1
intron_6_31138459_31138656	6	31138459	31138656	4.8888323506448526	0.09408221566903419	1.014358327286073e-06	0.20206524237604565	2	3.0	3
intron_6_30924560_30925544	6	30924560	30925544	-4.885550464350239	-0.05065857305241544	1.0314028328192256e-06	0.5975480323881113	2	2.0	2
intron_6_32584378_32589643	6	32584378	32589643	-4.825004577636719	-0.05439650028120869	1.4000005199819177e-06	0.5067406728790566	1	5.0	5
intron_6_32757304_32757773	6	32757304	32757773	-4.825004577636719	-0.06254252083316958	1.4000005199819177e-06	0.4113743581016823	1	2.0	2
intron_6_32641558_32641972	6	32641558	32641972	4.825004577636718	0.060497303357238734	1.4000005199819278e-06	0.40969026950583426	1	2.0	2
intron_6_30924560_30925274	6	30924560	30925274	4.795010404133611	0.17741172499257588	1.6266638816679719e-06	0.04986421807109248	2	2.0	2
intron_6_32950803_32952949	6	32950803	32952949	4.753424167633057	0.0670969858017212	2.000001397309101e-06	0.2378841458599052	1	1.0	1
intron_6_32661457_32661967	6	32661457	32661967	4.664080619812011	0.07113061103699125	3.0999983978870578e-06	0.29624218534537194	1	4.0	4
intron_6_31138779_31139641	6	31138779	31139641	4.656995089769406	0.14090353753266358	3.2085809447017456e-06	0.06954220277155335	3	3.0	3
intron_6_31114891_31139641	6	31114891	31139641	4.633318843543898	0.11630972162100565	3.598496591260001e-06	0.10127507511859114	2	2.0	2
intron_6_31651776_31652247	6	31651776	31652247	4.627885435961927	0.10819645194261747	3.69418266301215e-06	0.12118116660966899	2	2.0	2
intron_6_30199153_30213305	6	30199153	30213305	4.609831947343034	0.12561946780657376	4.029945967583818e-06	0.07041814605557342	3	3.0	3
intron_6_31125571_31125739	6	31125571	31125739	-4.583475708336142	-0.07585976465042125	4.573100325386897e-06	0.23267946389220848	2	2.0	2
intron_6_33287505_33287614	6	33287505	33287614	4.569024085998535	0.12144922672959604	4.900004751900842e-06	0.0859312908912399	1	1.0	1
intron_6_33287505_33287592	6	33287505	33287592	-4.569024085998535	-0.12297091366679623	4.900004751900842e-06	0.08381775884093869	1	1.0	1
intron_6_31157089_31158167	6	31157089	31158167	4.471711985696417	0.04011679015479765	7.759588822297906e-06	0.8500264046262584	2	2.0	2
intron_6_32949399_32949611	6	32949399	32949611	-4.432230340352343	-0.07535643636714842	9.326330601563725e-06	0.167354939378275	2	2.0	2
intron_6_26374798_26375797	6	26374798	26375797	-4.400738674658208	-0.09327054626840675	1.0788298893328967e-05	0.1341083056489291	2	2.0	2
intron_6_33085889_33086219	6	33085889	33086219	4.335697088146114	0.03434230357701982	1.4529891963188427e-05	0.7840551341004132	2	3.0	3
intron_11_62611347_62611425	11	62611347	62611425	-4.215745162092728	-0.04337119575503325	2.4895476773158586e-05	0.6291806875015364	2	2.0	2
intron_11_62611344_62611425	11	62611344	62611425	4.215122418559665	0.043709714470764355	2.49642736223057e-05	0.6192655466450503	2	2.0	2
intron_20_34186561_34193108	20	34186561	34193108	4.214799880981445	9.222349138072115	2.49999766288809e-05	1.2942556079846196e-05	1	1.0	1
intron_6_32642253_32642610	6	32642253	32642610	4.214799880981445	0.060304848190834266	2.49999766288809e-05	0.3817516844442592	1	7.0	7
intron_6_29725563_29726011	6	29725563	29726011	-4.144874572753906	-0.05486933664441599	3.3999976145552116e-05	0.3723288734207133	1	3.0	3
intron_2_227328789_227330626	2	227328789	227330626	-4.131757736206055	-0.30983955523741	3.5999973514150565e-05	0.01101296623269259	1	1.0	1
intron_11_62609696_62610879	11	62609696	62610879	4.090322604314047	0.07929668061372588	4.3077358709236e-05	0.17449860232873465	2	2.0	2
intron_11_62609696_62610636	11	62609696	62610636	-4.0899037851052285	-0.09765810856060887	4.3155217001833247e-05	0.11498343202294713	2	2.0	2
intron_16_3745595_3749627	16	3745595	3749627	4.075072765350342	130.93607731890503	4.599996123623465e-05	5.966157189262243e-08	1	1.0	1
intron_16_3745354_3749627	16	3745354	3749627	4.0603461265563965	40.07421040827352	4.900002142543696e-05	6.369178126847768e-07	1	1.0	1
intron_11_62613871_62614258	11	62613871	62614258	4.026289103842245	0.1066180882940311	5.666401441247812e-05	0.09505307829912614	2	2.0	2
intron_16_89647331_89649351	16	89647331	89649351	-4.0245411587382485	-0.05339098646512326	5.7086509797177314e-05	0.329624057694963	2	2.0	2
intron_6_31269525_31355107	6	31269525	31355107	4.01925447716277	0.01608931750077016	5.8382585900021565e-05	4.149329180577275	4	5.0	5
intron_6_31494995_31505617	6	31494995	31505617	-4.012889273517144	-0.08070462552019299	5.9980052561997545e-05	0.1524509649988912	2	2.0	2
intron_11_62598141_62598327	11	62598141	62598327	-3.9902632236480713	-0.2577813636278683	6.600000755279365e-05	0.01662644279650692	1	1.0	1
intron_11_62610768_62610879	11	62610768	62610879	-3.9474136829376225	-0.13959589119961982	7.899998615497134e-05	0.05304551941571327	1	1.0	1
intron_6_30619989_30624883	6	30619989	30624883	3.9444000720977788	0.24316505797417115	8.000000402631194e-05	0.01744144044593011	1	1.0	1
intron_11_62602779_62603149	11	62602779	62603149	3.938478231430054	0.26638154980234047	8.200003205527655e-05	0.014659503900778947	1	1.0	1
intron_11_62602889_62603149	11	62602889	62603149	-3.921498537063599	-0.22822834728085348	8.799998287791475e-05	0.019970474569020305	1	1.0	1
intron_12_69532056_69562180	12	69532056	69562180	3.91341495513916	0.25972491776455936	9.099995918116332e-05	0.01482678370986922	1	1.0	1
intron_11_10652182_10690265	11	10652182	10690265	-3.8674042224884033	-0.3381010417644666	0.00011000000945514171	0.008096994414533576	1	1.0	1
intron_11_62600689_62601423	11	62600689	62601423	-3.846126079559326	-0.15342378442734522	0.00012000003180909184	0.040184689768341164	1	1.0	1
intron_11_62600689_62601023	11	62600689	62601023	3.8461260795593257	0.15630241397374112	0.00012000003180909219	0.038718152953298814	1	1.0	1
intron_11_62603989_62604113	11	62603989	62604113	3.8461260795593257	420.0022646021272	0.00012000003180909219	5.587948863771248e-09	1	1.0	1
intron_11_10634071_10652025	11	10634071	10652025	3.823405751436275	0.10139157163135326	0.00013162091682958064	0.09013599553483767	3	3.0	3
intron_6_32155183_32155768	6	32155183	32155768	-3.8222869840265115	-0.3938963189694581	0.00013221968248305202	0.005934990288145368	2	2.0	2
intron_20_19281087_19285578	20	19281087	19285578	3.7932760124295446	0.09508065235912119	0.0001486727407624912	0.10480904083030747	3	3.0	3
intron_16_28845055_28845912	16	28845055	28845912	-3.776359113370373	-0.12073905069162601	0.0001591375055740977	0.06740768670077739	2	2.0	2
intron_16_28981615_28982356	16	28981615	28982356	-3.7319543361663823	-0.1345635513269998	0.0001899999493712964	0.05247424583574262	1	1.0	1
intron_6_33069886_33073471	6	33069886	33073471	-3.7305820000495054	-0.17579956994765955	0.0001910379520357466	0.03043255689211575	2	2.0	2
intron_8_99809530_99817540	8	99809530	99817540	3.7066726684570312	0.22632325667830436	0.00021000007864958195	0.01891682521799102	1	1.0	1
intron_19_9614103_9618091	19	9614103	9618091	3.69486927986145	0.5579586313436198	0.00021999994153112283	0.00299121306087422	1	1.0	1
intron_6_32181632_32182247	6	32181632	32182247	3.69486927986145	192.85505323862034	0.00021999994153112283	1.3119210020385046e-08	1	1.0	1
intron_6_32182388_32182568	6	32182388	32182568	-3.6948692798614498	-13.461566047783151	0.00021999994153112332	2.6926416396805374e-06	1	1.0	1
intron_16_28983290_28984609	16	28983290	28984609	3.6946041339484768	0.1586471084944209	0.00022022962556212373	0.03639387638494472	2	2.0	2
intron_2_24208319_24209100	2	24208319	24209100	-3.6835589408874507	-0.18615063513345737	0.00023000007084833255	0.025556384023531664	1	1.0	1
intron_6_32642784_32642952	6	32642784	32642952	-3.672701358795167	-0.0369815268473073	0.00023999990404087213	0.5877601320236565	1	7.0	7
intron_11_62611920_62614258	11	62611920	62614258	-3.672701358795166	-0.7484670694639668	0.00023999990404087256	0.0015711094030318401	1	1.0	1
intron_17_80369867_80371874	17	80369867	80371874	-3.662259817123413	-0.41929745318489725	0.00025000011105425813	0.004519063792440784	1	1.0	1
intron_6_31356957_31357086	6	31356957	31357086	3.658821059264529	0.03095176267130798	0.0002533781731632478	0.9672938152621549	3	3.0	3
intron_19_9617171_9617621	19	9617171	9617621	-3.652203321456909	-0.16751399600455943	0.00025999989471376387	0.032106427370160055	1	1.0	1
intron_19_9617226_9618091	19	9617226	9618091	3.6522033214569096	0.3900613334045098	0.00025999989471376387	0.0059214542431895376	1	1.0	1
intron_19_9617171_9618091	19	9617171	9618091	3.6522033214569087	0.18212678389096465	0.0002599998947137645	0.027161049220449263	1	1.0	1
intron_16_74675764_74676301	16	74675764	74676301	-3.624072790145874	-0.13893020364307695	0.0002899999305752045	0.043299269061534355	1	1.0	1
intron_6_30922241_30922450	6	30922241	30922450	3.6162428811684135	0.04651273040366463	0.00029890993160398464	0.4109023089854664	2	2.0	2
intron_11_230706_232983	11	230706	232983	3.6152999401092534	0.3555315597905966	0.0003000000773778607	0.006766235038968445	1	1.0	1
intron_16_57456646_57456931	16	57456646	57456931	-3.6152999401092534	-0.3042859565023571	0.0003000000773778607	0.009073745040276303	1	1.0	1
intron_16_57456646_57458246	16	57456646	57458246	3.6079221311832836	0.09008339022108332	0.0003086590909161884	0.10306585895813687	2	2.0	2
intron_16_57452936_57458246	16	57452936	57458246	3.5985469818115234	0.177526668010725	0.0003200000478615011	0.026657731322709276	1	1.0	1
intron_6_33068804_33069019	6	33068804	33069019	3.5905349254608145	0.4283067002274544	0.0003300000062106082	0.0047879575195902135	1	1.0	1
intron_11_62615799_62616506	11	62615799	62616506	-3.583249427052263	-0.01726400091086565	0.00033934628505521335	2.722872562324261	3	3.0	3
intron_11_62616240_62616506	11	62616240	62616506	3.580520731294911	0.018410149355147353	0.00034291013350689356	2.391287689794108	3	3.0	3
intron_16_58509352_58511422	16	58509352	58511422	-3.5790847410522755	-0.22554954578717776	0.0003447996591258356	0.01606607470383141	2	2.0	2
intron_6_32167625_32167910	6	32167625	32167910	3.575170278549194	113.55448501685017	0.00035000002443631153	3.4907938025882214e-08	1	1.0	1
intron_11_72006260_72007189	11	72006260	72007189	-3.5606060028076176	-2.011796129447406	0.00036999990627093447	0.00021026277813379588	1	1.0	1
intron_16_57470129_57470211	16	57470129	57470211	-3.560606002807617	-1.189020239480915	0.0003699999062709355	0.0005758115896038662	1	1.0	1
intron_5_821895_825164	5	821895	825164	-3.5606060028076167	-0.3426822286997645	0.0003699999062709355	0.008581837194801205	1	1.0	1
intron_16_57470129_57470280	16	57470129	57470280	3.560606002807617	0.7830550840451374	0.0003699999062709355	0.001327621476192356	1	1.0	1
intron_19_55661189_55662502	19	55661189	55662502	3.540083885192871	80.55600900589236	0.00039999986967125586	1.0705276477885756e-07	1	1.0	1
intron_6_26658646_26659441	6	26658646	26659441	3.540083885192871	46.060451900294716	0.00039999986967125586	3.741459779351874e-07	1	1.0	1
intron_19_55661189_55661771	19	55661189	55661771	-3.540083885192871	-84.76251951717879	0.00039999986967125586	9.669100110839988e-08	1	1.0	1
intron_11_62617347_62620497	11	62617347	62620497	-3.5400838851928706	-0.26763636194904444	0.00039999986967125705	0.011255283368905366	1	1.0	1
intron_15_51397598_51400192	15	51397598	51400192	3.5335619449615483	59.729605319469925	0.0004099999994512704	2.389025644939715e-07	1	1.0	1
intron_6_26597223_26597914	6	26597223	26597914	3.533561944961548	6.144837774412301	0.0004099999994512712	2.114052942141265e-05	1	1.0	1
intron_5_821895_823389	5	821895	823389	3.5225234419438793	0.17672967613842255	0.0004274592365359751	0.032404669302534474	2	2.0	2
intron_6_29888224_29888467	6	29888224	29888467	-3.5112011534670597	-0.0411863772480155	0.0004460867117405854	0.4758581388512503	2	4.0	4
intron_6_31720203_31721628	6	31720203	31721628	-3.5098205799641273	-0.06477515953062356	0.00044840915682786464	0.18480769868801725	2	3.0	3
intron_17_57885879_57955225	17	57885879	57955225	-3.5030286312103276	-0.9738083955259892	0.00046000001597573475	0.0008976286244086261	1	1.0	1
intron_10_13294596_13295496	10	13294596	13295496	3.503028631210327	0.09126453791015193	0.0004600000159757361	0.10757142840770915	1	1.0	1
intron_20_35003616_35003873	20	35003616	35003873	3.495930038822633	0.07635826350359147	0.00047241254341352166	0.1459752599329559	3	3.0	3
intron_12_109511303_109515415	12	109511303	109515415	-3.492424775196264	-0.08876817479021891	0.0004786563967967435	0.09797217120270549	2	2.0	2
intron_19_9758764_9762082	19	9758764	9762082	3.4916760921478267	92.32678288791026	0.0004799999483501481	9.84361734839195e-08	1	1.0	1
intron_19_9762168_9763282	19	9762168	9763282	-3.4916760921478267	-35.73637654601741	0.0004799999483501481	6.570358968810241e-07	1	1.0	1
intron_16_74675764_74678899	16	74675764	74678899	3.487485756715256	0.12250938928063174	0.0004875848934587105	0.05193692744137668	2	2.0	2
intron_17_7387154_7387378	17	7387154	7387378	3.486817621957556	0.023221983309742327	0.0004888045695066287	1.2600719387626182	2	2.0	2
intron_6_30918915_30919758	6	30918915	30919758	-3.480756521224976	-0.9118641867217724	0.0004999997818313613	0.0008878683606568546	1	1.0	1
intron_8_144451829_144452359	8	144451829	144452359	3.4551434516906747	0.19981859458820653	0.000550000106699073	0.01927986092915483	1	1.0	1
intron_8_144450770_144452359	8	144450770	144452359	-3.4551434516906743	-0.10463567410942728	0.0005500001066990741	0.07030984554284574	1	1.0	1
intron_20_63948475_63956260	20	63948475	63956260	-3.453754078139769	-0.35929127270602074	0.0005528412587843798	0.009972291187279105	3	3.0	3
intron_16_28982056_28982356	16	28982056	28982356	3.4492846780722495	0.14767117693209864	0.0005620737986634448	0.03764393736002476	2	2.0	2
intron_2_24209221_24209818	2	24209221	24209818	3.445501804351806	0.1727721150304867	0.0005700001617303602	0.02539229712844731	1	1.0	1
intron_1_13584714_13607173	1	13584714	13607173	-3.44079852104187	-0.35827650227987934	0.000580000243316964	0.006155407474939403	1	1.0	1
intron_6_32949889_32950519	6	32949889	32950519	3.4376858199338467	0.05711500367840262	0.0005867080083594996	0.1618835165496621	3	3.0	3
intron_1_17638689_17639238	1	17638689	17639238	3.4316143989562984	0.7685956471903211	0.0006000000103241465	0.0013605153213133324	1	1.0	1
