gene	gene_name	zscore	effect_size	pvalue	var_g	n_snps_used	n_snps_in_cov	n_snps_in_model	GeneID	chromosome.x	start_position	end_position
ENSG00000140319.10	SRP14	-3.38568830490112	-0.144579690932241	0.000709999784251012	0.0381138001194698	1	1	1	6727	15	40035689	40039201
ENSG00000162194.12	LBHD1	3.38184785842895	0.111702256992308	0.000720000090941923	0.0615258003213098	1	1	1	79081	11	62662816	62672266
ENSG00000099992.15	TBC1D10A	-3.37061715126038	-13.6740456300465	0.00075000009000426	3.79205713158368e-06	1	1	1	83874	22	30291989	30326940
ENSG00000136492.8	BRIP1	-3.34595394134521	-0.218050708044913	0.000820000153611916	0.0166577454597307	1	1	1	83990	17	61679138	61864119
ENSG00000236104.2	ZBTB22	3.34259152412415	0.17660902335362	0.000829999790636099	0.0223818837419839	1	1	1	9278	6	33314417	33317941
ENSG00000174327.6	SLC16A13	-3.33842380414528	-0.157812572541266	0.000842551346993026	0.0309527380937811	2	2	2	201232	17	7036014	7040116
ENSG00000184110.14	EIF3C	3.33597755432129	0.13529432424554	0.00085000026237069	0.0414114368568865	1	1	1	8663	16	28688557	28735729
ENSG00000188290.10	HES4	3.33272457122803	0.497045441729863	0.000860000334768274	0.0038827891665041	1	1	1	57801	1	998961	1001051
ENSG00000272221.1	XXbac-BPG181B23.7	-3.32093492228798	-0.0354916094847015	0.000897164540586471	0.583149484068498	2	5	5	NA	NA	NA	NA
ENSG00000204525.16	HLA-C	-3.30789518356323	-0.300021300293241	0.000939999844357367	0.0156206773774245	1	2	2	3107	6	31268748	31272091
ENSG00000169047.5	IRS1	3.29908657073975	30.4625325591876	0.000969999921702453	1.54370640409693e-06	1	1	1	3667	2	226731311	226799819
ENSG00000105518.13	TMEM205	3.2962064743042	1.73458438079924	0.000979999619012907	0.000243922321847248	1	1	1	374882	19	11342511	11346458
ENSG00000149646.12	CNBD2	-3.28892875173786	-0.619920452894799	0.00100569478499066	0.00217325892684538	2	2	2	140894	20	35954560	36030699
ENSG00000182473.21	EXOC7	3.2712690907063	0.527485467483087	0.00107065982424549	0.00279124462359342	2	2	2	23265	17	76081015	76103786
ENSG00000214756.7	METTL12	3.26361632347107	0.547708808693781	0.00110000018089731	0.00238415193302251	1	1	1	NA	NA	NA	NA
ENSG00000204610.12	TRIM15	3.26361632347107	1.90655774081898	0.00110000018089731	0.000229518744579257	1	1	1	89870	6	30163545	30172692
ENSG00000137486.16	ARRB1	-3.26361632347107	-4.68803553281192	0.00110000018089732	0.00010604298606071	1	1	1	408	11	75260121	75351661
ENSG00000173744.17	AGFG1	-3.2388801574707	-0.525731600295736	0.00119999983542484	0.00279204504403956	1	1	1	3267	2	227472155	227561216
ENSG00000204421.2	LY6G6C	3.2388801574707	0.889302327581128	0.00119999983542484	0.000982688959508698	1	1	1	80740	6	31718647	31721745
ENSG00000215386.11	MIR99AHG	3.2388801574707	4.12573592004594	0.00119999983542484	4.46437186021988e-05	1	1	1	388815	21	16070487	16631726
ENSG00000204520.12	MICA	-3.23066524962883	-0.0268163755883118	0.0012350248969286	0.913323376358821	3	5	5	100507436	6	31400710	31415314
ENSG00000163050.16	COQ8A	3.21597981452942	0.216624506784385	0.00129999975655697	0.0133209846065942	1	1	1	56997	1	226939338	226987543
ENSG00000140830.8	TXNL4B	3.21152221117744	0.164948909972427	0.00132033763579575	0.0285937523188156	3	3	3	54957	16	72044260	72094377
ENSG00000101161.7	PRPF6	3.20610276769066	0.174781486437727	0.00134545927612731	0.0207045740852985	2	2	2	24148	20	63981131	64033099
ENSG00000155313.15	USP25	3.2015669922456	0.259859202247071	0.00136682288509894	0.0111039271292451	2	2	2	29761	21	15729946	15880063
ENSG00000146776.14	ATXN7L1	-3.19465112686157	-1.92250493308533	0.00139999964544231	0.000157304303718087	1	1	1	222255	7	105604771	105876598
ENSG00000177150.12	FAM210A	-3.19465112686157	-0.242775063355382	0.00139999964544232	0.00795030632935147	1	1	1	125228	18	13663346	13726557
ENSG00000270761.1	RP11-385F7.1	-3.18940366538183	-0.0658765892468407	0.00142566647430104	0.149173182253876	2	2	2	NA	NA	NA	NA
ENSG00000085982.13	USP40	3.17346068472267	0.0691195180735021	0.00150633301154931	0.113162213897533	3	3	3	55230	2	233475520	233566788
ENSG00000138698.14	RAP1GDS1	3.15590667724609	0.347067068964555	0.00160000044253875	0.00557913648066993	1	1	1	5910	4	98261380	98443857
ENSG00000277200.1	RP11-74E22.8	3.13913663388256	0.0957499389325217	0.00169446419319196	0.0763106715490125	3	3	3	NA	NA	NA	NA
ENSG00000231852.6	CYP21A2	3.12665979014304	0.117610488600068	0.00176804394852511	0.0566635199951287	3	4	4	1589	6	32038414	32041643
ENSG00000169760.17	NLGN1	3.12138915061951	1.37474972185966	0.00179999999229973	0.000352372329751232	1	1	1	22871	3	173395928	174294371
ENSG00000034971.16	MYOC	3.11732673845785	0.159096856419891	0.00182499184456178	0.0260716677770189	2	2	2	4653	1	171635416	171652687
ENSG00000003393.14	ALS2	-3.11468274829141	-0.161118904803348	0.00184142848285995	0.0277336296461199	2	2	2	57679	2	201700266	201781152
ENSG00000140104.13	C14orf79	3.10846763777623	0.049977775278133	0.00188060240663019	0.274190400873197	2	3	3	NA	NA	NA	NA
ENSG00000103145.10	HCFC1R1	-3.10543394088745	-0.246251928017303	0.00190000055491001	0.0116020460015791	1	1	1	54985	16	3022619	3024285
ENSG00000100319.12	ZMAT5	3.10543394088745	0.830468799834052	0.00190000055491001	0.000893329656652806	1	1	1	55954	22	29730955	29767006
ENSG00000096070.19	BRPF3	-3.10543394088745	-0.601469242933695	0.00190000055491002	0.00172097660387351	1	1	1	27154	6	36196743	36232789
ENSG00000005194.14	CIAPIN1	-3.10233044207767	-0.251663910034581	0.00192003504284893	0.00921867037089098	2	2	2	57019	16	57428186	57447384
ENSG00000185475.10	TMEM179B	3.10184710782807	0.269273032169519	0.00192317258515984	0.00938413833588359	2	2	2	374395	11	62787401	62790399
ENSG00000137054.15	POLR1E	-3.09558551903467	-0.113570777842451	0.00196424721028004	0.0535947078916105	2	2	2	64425	9	37485947	37503696
ENSG00000185905.3	C16orf54	-3.09146110353276	-1.8451529664774	0.00199174075047372	0.000157163136937876	2	2	2	283897	16	29742462	29745989
ENSG00000134215.15	VAV3	-3.09023237228394	-4.16349070203715	0.00199999955476217	4.55167573321067e-05	1	1	1	10451	1	107571160	107965179
ENSG00000111344.11	RASAL1	-3.09023237228394	-0.130954673299478	0.00199999955476217	0.0299975924789968	1	1	1	8437	12	113096514	113136247
ENSG00000228043.5	AC097721.2	-3.08170593684416	-0.242402434467544	0.002058180524564	0.00976864310313787	2	2	2	NA	NA	NA	NA
ENSG00000244462.7	RBM12	-3.0816383683352	-5.27860563385796	0.0020586477231153	2.60591556780828e-05	2	2	2	10137	20	35648924	35664899
ENSG00000070444.14	MNT	-3.07571291923523	-0.227176732922787	0.00209999931635762	0.0125809629760965	1	1	1	4335	17	2384072	2401059
ENSG00000106571.12	GLI3	-3.07571291923523	-0.826726669303096	0.00209999931635762	0.000694626283999232	1	1	1	2737	7	41960948	42237208
ENSG00000113649.11	TCERG1	3.07298367811367	0.733007287888648	0.00211930078930939	0.000923196077980086	2	2	2	10915	5	146447329	146511960
ENSG00000165630.13	PRPF18	3.04848289489746	0.402381427954754	0.0023000000620952	0.00395164968129957	1	1	1	8559	10	13586810	13645343
ENSG00000035681.7	NSMAF	-3.04240118575106	-0.193866985943129	0.00234698860642371	0.0179632417209593	2	2	2	8439	8	58583503	58659852
ENSG00000163637.12	PRICKLE2	-3.03329184683342	-0.0696901590211681	0.00241901529967011	0.114205951238147	2	2	2	166336	3	64092235	64445475
ENSG00000102805.14	CLN5	3.02334141731262	0.936459210275331	0.00250000018528805	0.000466001087991175	1	1	1	1203	13	76992080	77005116
ENSG00000164344.15	KLKB1	-3.02315786410143	-0.0743748921273262	0.00250151712365074	0.109966101918974	3	3	3	3818	4	186215713	186258476
ENSG00000124613.8	ZNF391	-3.0216388528627	-0.0588595349760767	0.00251410303966473	0.184988255679258	2	3	3	346157	6	27374614	27403907
ENSG00000076067.12	RBMS2	-3.01145386695862	-0.176771922345395	0.00259999907118685	0.0205670120377407	1	1	1	5939	12	56520405	56596192
ENSG00000167702.11	KIFC2	3.00536896535677	0.0939319244082425	0.00265258861312607	0.0661830009553002	2	2	2	90990	8	144466245	144474201
ENSG00000213563.6	C8orf82	2.99997711181641	1.16324053725376	0.00269999894414568	0.000340219847168931	1	1	1	414919	8	144525732	144529110
ENSG00000122696.13	SLC25A51	2.99991018938181	0.221948391953768	0.00270059222460108	0.0123884651877879	2	3	3	92014	9	37877574	37904126
ENSG00000168569.7	TMEM223	-2.9998894490404	-0.145380058969616	0.00270077611595738	0.0293839229085392	3	3	3	79064	11	62789970	62792005
ENSG00000115091.11	ACTR3	-2.99437684156213	-0.254264231551348	0.00275006054679131	0.00957078075124613	2	2	2	10096	2	113889933	113962595
ENSG00000241370.5	RPP21	2.98888230323791	0.617152712669503	0.0027999996708187	0.00177476417555285	1	1	1	79897	6	30345155	30346856
ENSG00000169439.11	SDC2	-2.9781436920166	-0.350770520242174	0.00289999992814823	0.00503969949181401	1	2	2	6383	8	96493600	96611789
ENSG00000065615.13	CYB5R4	2.9781436920166	0.360580124418904	0.00289999992814823	0.00378596463332272	1	1	1	51167	6	83859688	83967422
ENSG00000133773.11	CCDC59	2.97193178703389	4.0221662115826	0.00295932425068097	3.83842542231189e-05	2	2	2	29080	12	82352302	82358804
ENSG00000162231.13	NXF1	2.96773791313171	11.3135068079217	0.00300000011916281	4.86864470336505e-06	1	1	1	10482	11	62792124	62805442
ENSG00000167555.13	ZNF528	-2.96663749714086	-0.0466645503023935	0.00301075705954455	0.238372016280316	2	2	2	84436	19	52392751	52418407
ENSG00000123810.7	B9D2	2.96426904514777	0.145133983352839	0.00303402893968072	0.0306567874387707	2	2	2	80776	19	41354416	41364533
ENSG00000125107.17	CNOT1	2.96330648302471	0.76813469359961	0.00304353366046748	0.000858700492856014	2	2	2	23019	16	58519950	58629825
ENSG00000187954.12	CYHR1	-2.94784259796143	-0.626747659723234	0.00319999952617063	0.00129993916395185	1	2	2	50626	8	144449581	144465700
ENSG00000168003.16	SLC3A2	-2.94784259796143	-100.662253241109	0.00319999952617063	6.14991725426457e-08	1	1	1	6520	11	62856108	62888859
ENSG00000137414.5	FAM8A1	-2.94784259796143	-0.967204930045425	0.00319999952617063	0.000593865431205788	1	1	1	51439	6	17600301	17611714
ENSG00000177191.2	B3GNT8	2.94784259796143	2.73448389954769	0.00319999952617063	7.62792150739115e-05	1	2	2	374907	19	41425358	41428729
ENSG00000122068.12	FYTTD1	2.94784259796143	0.577387267162594	0.00319999952617063	0.0014241007110619	1	1	1	84248	3	197749532	197787595
ENSG00000162881.6	OXER1	2.9460542481618	0.0391703210113432	0.00321855947074869	0.333781042018354	4	4	4	165140	2	42762498	42764134
ENSG00000196230.12	TUBB	2.93831634521484	0.693750713610377	0.00330000110188497	0.00117828919113598	1	1	1	203068	6	30720351	30725421
ENSG00000204252.13	HLA-DOA	-2.93030670628704	-0.119272186959428	0.00338627593082483	0.0386194240192847	4	4	4	3111	6	33004181	33009590
ENSG00000283633.1	AC005301.9	-2.9290497303009	-0.0859812009660226	0.00340000020385965	0.0791072250895893	1	2	2	NA	NA	NA	NA
ENSG00000105520.10	PLPPR2	-2.92170837521674	-0.216590282657363	0.00348117323305815	0.0124793669546694	2	2	2	64748	19	11355430	11365697
ENSG00000115084.13	SLC35F5	2.9202827849976	0.0925161731849304	0.00349713893657667	0.0663302380208098	3	3	3	80255	2	113702676	113756641
ENSG00000184292.6	TACSTD2	2.9200279712677	5.39016502504355	0.00349999969782095	2.72092748613698e-05	1	1	1	4070	1	58575432	58577251
ENSG00000100889.11	PCK2	-2.9200279712677	-0.576837928643474	0.00349999969782095	0.00176802906718034	1	1	1	5106	14	24094310	24104124
ENSG00000157087.17	ATP2B2	-2.91976474340277	-0.914752642000128	0.00350295715951287	0.000916870467064166	2	2	2	491	3	10324022	10707961
ENSG00000105523.3	FAM83E	-2.91123771667481	-0.213905213982088	0.00360000011025066	0.0139489818943253	1	2	2	54854	19	48599960	48615238
ENSG00000198825.12	INPP5F	2.90974562038448	0.16682067596873	0.0036172303468202	0.0189409952830492	2	2	2	22876	10	119704394	119830481
ENSG00000197165.10	SULT1A2	2.90266680717468	0.0674042368390594	0.003700000577363	0.125977668067693	1	2	2	6799	16	28591942	28597069
ENSG00000125257.13	ABCC4	-2.90266680717468	-0.18933994832154	0.00370000057736301	0.0137102479621106	1	1	1	10257	13	95019834	95301450
ENSG00000204209.11	DAXX	-2.89430403709412	-0.257414992179997	0.00380000019313379	0.00788279200431408	1	1	1	1616	6	33318557	33322958
ENSG00000151422.12	FER	2.89430403709412	0.563259174551075	0.00380000019313379	0.00195582914845289	1	1	1	2241	5	108746084	109196840
ENSG00000100330.15	MTMR3	2.88613891601562	0.106778910576252	0.00389999975618806	0.0468854745975129	1	1	1	8897	22	29883173	30030867
ENSG00000144815.15	NXPE3	-2.88603548194808	-0.0482620131880254	0.0039012817203095	0.251561271426649	3	3	3	91775	3	101779210	101828230
ENSG00000132463.13	GRSF1	2.87816166877747	0.560607187043924	0.00400000089165972	0.00249290451805396	1	1	1	2926	4	70815782	70843273
ENSG00000115904.12	SOS1	2.87202525340507	0.618121792249401	0.00407850373757834	0.00180056552238249	2	2	2	6654	2	38981548	39124867
ENSG00000203877.8	RIPPLY2	-2.8657895473168	-0.185950601555179	0.00415970677262005	0.0162369427017315	2	2	2	134701	6	83853359	83857514
ENSG00000108306.11	FBXL20	-2.8652871024347	-0.297540808076264	0.00416631317822191	0.00616050977623033	2	2	2	84961	17	39252662	39402555
ENSG00000112769.18	LAMA4	2.85527181625366	0.905952643387655	0.00430000097280791	0.000874379046973495	1	1	1	3910	6	112107930	112254721
ENSG00000247363.2	RP11-637A17.2	2.85527181625366	0.386662457306281	0.00430000097280792	0.00358403151050478	1	1	1	NA	NA	NA	NA
ENSG00000012223.12	LTF	2.84651640985585	0.0809847861412102	0.00442004510623173	0.0878646630644279	2	2	2	4057	3	46435644	46485233
ENSG00000131941.7	RHPN2	-2.84086737628575	-0.125192952004492	0.00449910186331505	0.0421488445259888	2	2	2	85415	19	32978591	33064887
ENSG00000197594.11	ENPP1	2.84080362319946	0.0789769843961924	0.00450000133570179	0.085348138739369	1	1	1	5167	6	131808019	131895154
ENSG00000269489.1	RP11-98D18.17	-2.84080362319946	-3.01939983252099	0.00450000133570181	6.80412515046868e-05	1	1	1	NA	NA	NA	NA
ENSG00000171466.9	ZNF562	2.8337869644165	0.330265946022987	0.00459999864162511	0.00509937184527014	1	1	1	54811	19	9641806	9675292
ENSG00000105298.13	CACTIN	2.83241742478668	0.140255375441658	0.00461974966091596	0.030072983711464	2	2	2	58509	19	3610644	3626809
ENSG00000188026.12	RILPL1	-2.82690691947937	-4.96528058824534	0.00469999872615882	2.09907590368675e-05	1	2	2	353116	12	123470053	123533718
ENSG00000142347.16	MYO1F	2.82015800476074	0.331337763021358	0.0048000008161585	0.00562322132488086	1	1	1	4542	19	8520777	8577441
