gene	chromosome	start_pos	end_pos	zscore	effect_size	pvalue	var_g	n_snps_used	n_snps_in_cov	n_snps_in_model
intron_6_32149722_32150368	6	32149722	32150368	-6.4525275230407715	-79.96766067043623	1.0999989733962973e-10	3.5667499074999714e-07	1	1	1
intron_6_30895514_30896621	6	30895514	30896621	-6.427171707153321	-0.6101038181793783	1.2999995132524532e-10	0.006213404183617559	1	1	1
intron_6_28123211_28136745	6	28123211	28136745	6.42717170715332	3.38453265672274	1.2999995132524671e-10	0.00022134829124157362	1	1	1
intron_6_30894671_30895404	6	30894671	30895404	6.421351311235083	1.2345490484507249	1.350699048219847e-10	0.0015134827524758982	2	2	2
intron_6_29944397_29944500	6	29944397	29944500	-6.235086266662645	-0.029127112145853847	4.515291955990503e-10	2.9536160700097787	3	4	4
intron_6_25962855_25963049	6	25962855	25963049	6.109410285949706	849.5822589237251	9.999994920069088e-10	2.61819328469618e-09	1	1	1
intron_6_26374798_26375797	6	26374798	26375797	-5.867648286283314	-0.1285691888142428	4.42019638435675e-09	0.12230919546139876	2	2	2
intron_6_30922241_30922382	6	30922241	30922382	5.844118812481122	0.1045165959807204	5.09256725801024e-09	0.2143016513935206	2	2	2
intron_6_26466088_26467948	6	26466088	26467948	5.8033576011657715	0.23632315215209745	6.499995730465121e-09	0.037364874608548586	1	1	1
intron_6_30911767_30912014	6	30911767	30912014	-5.748572826385498	-46.28749905491287	8.999987995906906e-09	1.0524258285405355e-06	1	1	1
intron_6_30919848_30920089	6	30919848	30920089	5.746703624725342	0.1599740404188576	9.100002776607305e-09	0.08810892504401226	1	1	1
intron_6_30920216_30920333	6	30920216	30920333	-5.746703624725342	-0.11388258490432324	9.100002776607305e-09	0.17386185058984882	1	1	1
intron_6_30914469_30914805	6	30914469	30914805	5.74485445022583	0.9874274040290115	9.200008757670302e-09	0.0023126429037019867	1	2	2
intron_6_30924560_30925274	6	30924560	30925274	5.732433319091797	0.41212569395549803	9.899995978202543e-09	0.013275764733957585	1	1	1
intron_6_31158722_31159143	6	31158722	31159143	5.502381733752833	0.062259810541500316	3.7469456890622926e-08	0.5846941953398055	2	2	2
intron_6_31059799_31064009	6	31059799	31064009	-5.495321273803711	-253.33988258401212	3.899997483013356e-08	3.200867077943672e-08	1	1	1
intron_6_31158722_31158897	6	31158722	31158897	-5.477243124113244	-0.08629304399488383	4.3200347501504264e-08	0.30095506836637104	2	2	2
intron_6_31159035_31159143	6	31159035	31159143	-5.469784345696149	-0.14737771896904733	4.5058349433691306e-08	0.1064715226395891	2	2	2
intron_6_31271868_31271999	6	31271868	31271999	-5.4628754246554605	-0.04357846117302644	4.684833743949445e-08	1.1231148896735057	4	4	4
intron_6_31150860_31150959	6	31150860	31150959	5.38117790222168	0.5046348397545244	7.400001664672017e-08	0.007121923615399259	1	1	1
intron_6_31145808_31148405	6	31145808	31148405	5.36488676071167	0.3893811848864965	8.10000201573122e-08	0.011961946292602069	1	1	1
intron_6_32746072_32746240	6	32746072	32746240	5.339895725250243	0.16087676343398583	9.300005718148854e-08	0.07812693862222549	1	1	1
intron_6_31651776_31660321	6	31651776	31660321	5.326724052429199	0.8094447672446506	9.999990862406662e-08	0.0024619701445845834	1	1	1
intron_6_31651776_31651866	6	31651776	31651866	5.299522293792231	0.32496567500786344	1.1610605932064294e-07	0.01513529929094203	2	2	2
intron_1_13584100_13607173	1	13584100	13607173	5.252559661865234	245.17845072109526	1.4999985209635814e-07	3.4301376155539024e-08	1	1	1
intron_6_26402412_26405372	6	26402412	26405372	5.240664005279541	0.14492398028533865	1.5999981196288588e-07	0.07620733311909784	1	1	1
intron_6_31620858_31622690	6	31620858	31622690	-5.208864212036133	-21.421657006491202	1.9000009312835853e-07	3.903200013051537e-06	1	1	1
intron_6_31270085_31270210	6	31270085	31270210	-5.190260410308838	-0.8738853903739855	2.1000017695388825e-07	0.0021770531129825994	1	2	2
intron_6_27251264_27251750	6	27251264	27251750	5.165341854095459	8.70710021657023	2.399998751546245e-07	1.95676372351272e-05	1	1	1
intron_6_32756466_32758850	6	32756466	32758850	5.161227669108146	0.09296482512697163	2.453355922708281e-07	0.214051739141747	2	4	4
intron_6_30924560_30925544	6	30924560	30925544	-5.114863171259733	-0.051864266274996844	3.139684644325577e-07	0.6024610790924869	2	2	2
intron_6_33287505_33287592	6	33287505	33287592	-5.08126356609513	-0.08582039646022073	3.749324711068276e-07	0.21705023221605155	2	2	2
intron_6_33287505_33287614	6	33287505	33287614	5.07839642085003	0.09625745316824748	3.80633850627746e-07	0.17226713738004434	2	2	2
intron_6_32934987_32935536	6	32934987	32935536	-4.932942390441894	-0.5260881445136116	8.100005136552496e-07	0.004176505562622166	1	1	1
intron_6_32637540_32641310	6	32637540	32641310	-4.839754104614258	-0.06616747395271477	1.2999987616895199e-06	0.34689191644624556	1	4	4
intron_6_32950803_32952949	6	32950803	32952949	4.789258641862603	0.0843625638363912	1.6739860626732614e-06	0.15395473267937182	2	2	2
intron_6_28336943_28353862	6	28336943	28353862	-4.753338245523033	-0.18262738775903642	2.00085191392893e-06	0.04428303472690612	2	2	2
intron_6_32584378_32589643	6	32584378	32589643	-4.684970855712891	-0.0460476009315251	2.79999771663709e-06	0.6215725281349561	1	5	5
intron_6_29725563_29726011	6	29725563	29726011	-4.639705836406093	-0.0516029089971345	3.489054642257842e-06	0.5810066367763866	2	3	3
intron_16_28919943_28924403	16	28919943	28924403	-4.627559661865235	-44.342428795511026	3.699996613045964e-06	7.617336594955873e-07	1	1	1
intron_6_32218108_32219592	6	32218108	32219592	-4.568930643027491	-0.3956354104446387	4.902189582222861e-06	0.007096657582894119	2	2	2
intron_6_31144788_31144885	6	31144788	31144885	4.523777873004484	0.04721142656768178	6.074547683269149e-06	0.5775285269694842	2	2	2
intron_6_31691918_31693027	6	31691918	31693027	4.487689018249511	24.085446405295176	7.199992353933878e-06	2.3219481256864297e-06	1	1	1
intron_6_30061669_30062224	6	30061669	30062224	4.48249848636562	0.31545233427953556	7.3774166213014335e-06	0.01390372190493425	2	2	2
intron_16_28986893_28989527	16	28986893	28989527	-4.442305564880371	-0.3370947616555871	8.900004647740622e-06	0.012452431535423391	1	1	1
intron_12_69532056_69562180	12	69532056	69562180	4.435169219970703	0.41485718738120986	9.19999934518778e-06	0.00803232402321216	1	1	1
intron_6_32558186_32589643	6	32558186	32589643	4.379404267599412	0.029677404536375126	1.190041855299724e-05	1.3341235579898334	2	5	5
intron_6_33085231_33085779	6	33085231	33085779	4.369465087088141	0.03562311695169491	1.2455125002132933e-05	0.6935752287777812	2	3	3
intron_6_30922554_30922706	6	30922554	30922706	-4.3148340627150015	-0.044607365375529645	1.5972283284223616e-05	0.6257559084786607	2	2	2
intron_6_30035110_30035916	6	30035110	30035916	4.288356304168701	0.4757772960281367	1.80000188422599e-05	0.0055051037404509045	1	1	1
intron_11_62609696_62610636	11	62609696	62610636	-4.267236134267841	-0.11607472540048418	1.979096432414754e-05	0.08964666735394695	2	2	2
intron_6_33085889_33086219	6	33085889	33086219	4.264890670776367	0.07728222495446534	2.0000011030804865e-05	0.12736067578858595	1	2	2
intron_11_62611347_62611425	11	62611347	62611425	-4.264890670776367	-0.07495365838410833	2.0000011030804865e-05	0.21433917243293024	1	1	1
intron_11_62611344_62611425	11	62611344	62611425	4.264890670776367	0.07491973549097529	2.0000011030804865e-05	0.21453331756468955	1	1	1
intron_6_31157089_31158167	6	31157089	31158167	4.233580112457275	0.05111252821881166	2.3000019637298826e-05	0.4489806949174862	1	1	1
intron_2_227347384_227355677	2	227347384	227355677	4.1659932136535645	2.122422314624192	3.099999233876622e-05	0.00024644777401319296	1	1	1
intron_2_227328789_227330626	2	227328789	227330626	-4.131757736206055	-0.3331811150130191	3.5999973514150565e-05	0.010000639021264272	1	1	1
intron_11_62609696_62610879	11	62609696	62610879	4.1108836729107106	0.08149872549919666	3.9414774937233746e-05	0.16932928190887447	2	2	2
intron_1_62578966_62583184	1	62578966	62583184	-4.1074795722961435	-0.5785038716971889	4.0000014246630375e-05	0.0032024079940824314	1	1	1
intron_14_23965983_23967211	14	23965983	23967211	4.0945085913691965	0.4174777488952845	4.230647269457157e-05	0.008034833809552831	2	2	2
intron_6_26538501_26545127	6	26538501	26545127	-4.085772581020144	-0.04707615597871492	4.3930391980126385e-05	0.4876990789663234	2	2	2
intron_11_62610768_62610879	11	62610768	62610879	-4.024898052215576	-0.14834459240558542	5.700000348278202e-05	0.049030623316462164	1	1	1
intron_17_8290976_8292523	17	8290976	8292523	-4.001282691955566	-2.018521612684066	6.300003711038437e-05	0.00025897482044119705	1	1	1
intron_11_62616240_62616506	11	62616240	62616506	4.000381306499701	0.01465048610484902	6.324050079206661e-05	4.998059991617379	3	3	3
intron_11_62615799_62616506	11	62615799	62616506	-3.996876152692777	-0.014069313252956324	6.418385838789404e-05	5.410360749274222	3	3	3
intron_6_26542978_26545127	6	26542978	26545127	3.9797079563140874	0.13400329587728418	6.899997949036903e-05	0.058530803004626555	1	1	1
intron_6_26540026_26545127	6	26540026	26545127	3.972909688949585	0.05897235673703106	7.099997373204807e-05	0.3022167108962126	1	1	1
intron_11_62613871_62614258	11	62613871	62614258	3.9708168428854758	0.10716008049317442	7.162662982439989e-05	0.09305199153473082	2	2	2
intron_6_32554971_32584109	6	32554971	32584109	-3.968594403472036	-0.05700888909689486	7.229781582844172e-05	0.37813616585308973	2	5	5
intron_6_30619989_30624883	6	30619989	30624883	3.9444000720977783	0.28342699550278666	8.000000402631194e-05	0.012684469482227782	1	1	1
intron_11_62602889_62603149	11	62602889	62603149	-3.9384782314300537	-0.23353921193786462	8.200003205527678e-05	0.018826888175170056	1	1	1
intron_11_62602779_62603149	11	62602779	62603149	3.9384782314300533	0.2682298068824209	8.2000032055277e-05	0.014271975449916676	1	1	1
intron_6_32660249_32661967	6	32660249	32661967	-3.930936703517344	-0.09270104381714339	8.461554862775049e-05	0.13127253809366377	2	3	3
intron_6_32198559_32198658	6	32198559	32198658	3.92984676361084	0.27711608484871647	8.500001368019942e-05	0.008377087020249136	1	1	1
intron_6_32198559_32198649	6	32198559	32198649	-3.92984676361084	-0.27168102281504297	8.500001368019942e-05	0.008715612014085286	1	1	1
intron_6_31835451_31837236	6	31835451	31837236	3.9107761383056645	0.9689349465100603	9.200001212342629e-05	0.0010581169481016974	1	1	1
intron_6_31835451_31836424	6	31835451	31836424	-3.9107761383056645	-0.9050030810785672	9.200001212342629e-05	0.001212893852427434	1	1	1
intron_6_26538501_26539901	6	26538501	26539901	3.895490884780884	0.05776456783193412	9.800004788722856e-05	0.30144060305444476	1	1	1
intron_6_26370603_26373276	6	26370603	26373276	-3.8797225602094696	-0.12376033787579886	0.00010457567712704601	0.06121368369253892	3	3	3
intron_11_62603989_62604113	11	62603989	62604113	3.8461260795593266	37.6627973578891	0.00012000003180909163	7.142054358880588e-07	1	1	1
intron_11_62600689_62601423	11	62600689	62601423	-3.846126079559326	-0.21462617562347894	0.00012000003180909184	0.02110441114947085	1	1	1
intron_11_62600689_62601023	11	62600689	62601023	3.846126079559326	0.22660906225716904	0.00012000003180909184	0.018931458157712584	1	1	1
intron_11_10652182_10690265	11	10652182	10690265	-3.826458692550659	-0.27307407279874196	0.0001299999522460779	0.012152489525836575	1	1	1
intron_12_69470530_69530865	12	69470530	69530865	3.8248794639427324	0.10335153600516878	0.0001308360831455479	0.09114556937497868	2	2	2
intron_11_10634071_10652025	11	10634071	10652025	3.8213022660985723	0.11932914842426567	0.0001327488275540594	0.06487512422571473	2	2	2
intron_1_23418009_23424565	1	23418009	23424565	-3.791069507598877	-0.33354650230262933	0.00014999996438547515	0.009644223538551032	1	1	1
intron_6_33288026_33288148	6	33288026	33288148	-3.7750120162963867	-52.2768298369287	0.00015999995061570372	3.532937341154844e-07	1	1	1
intron_6_30922241_30922450	6	30922241	30922450	3.7658653627805383	0.04136608084541111	0.00016597321822878173	0.5499913974835055	2	2	2
intron_6_26374798_26375515	6	26374798	26375515	3.760026478725101	0.1776883802456378	0.00016989537347693312	0.025393808774444672	2	2	2
intron_2_24209221_24209818	2	24209221	24209818	3.7528025324020744	0.18341338493028878	0.00017486860010652508	0.028175178038216384	2	2	2
intron_16_28981615_28982356	16	28981615	28982356	-3.731954336166382	-0.13618948360153582	0.00018999994937129698	0.05244573880869493	1	1	1
intron_6_33080534_33080672	6	33080534	33080672	3.719016551971435	0.17440449254222343	0.00019999994733975378	0.024244270666866817	1	1	1
intron_9_122998766_123010354	9	122998766	123010354	3.7190165519714355	1.08487174938976	0.00019999994733975378	0.0007733416797007284	1	1	1
intron_16_28983290_28984609	16	28983290	28984609	3.6987689774623442	0.16827086785696493	0.00021664768024357844	0.033195307255213295	2	2	2
intron_6_32181632_32182247	6	32181632	32182247	-3.6948692798614506	-5505.2411382601285	0.00021999994153112224	1.6042789743562383e-11	1	1	1
intron_19_9614103_9617045	19	9614103	9617045	-3.69486927986145	-9.57608376499479	0.00021999994153112283	1.0460391409129153e-05	1	1	1
intron_6_32181239_32181524	6	32181239	32181524	3.69486927986145	6.107751221646674	0.00021999994153112283	1.3033765595812082e-05	1	1	1
intron_6_32182388_32182568	6	32182388	32182568	-3.6948692798614498	-435.833660534323	0.00021999994153112332	2.5597116613179535e-09	1	1	1
intron_17_78829007_78835280	17	78829007	78835280	3.683558940887451	0.41315881723738446	0.00023000007084833255	0.005610043734319259	1	1	1
intron_6_32155183_32155768	6	32155183	32155768	-3.6712668840374887	-0.3596771208010486	0.00024135115400356985	0.006557528486627431	2	2	2
intron_16_74672538_74674960	16	74672538	74674960	-3.6555180392758513	-0.1671668466724959	0.00025666315851805563	0.0328027077231629	2	2	2
intron_19_9617758_9618091	19	9617758	9618091	-3.65220332145691	-0.108643371240779	0.00025999989471376327	0.07862491190503956	1	1	1
intron_19_9617171_9618091	19	9617171	9618091	3.6522033214569096	0.11826282093438883	0.00025999989471376387	0.06635446786187776	1	1	1
intron_19_9617226_9618091	19	9617226	9618091	3.6522033214569096	0.4811038747579234	0.00025999989471376387	0.004009488105105973	1	1	1
intron_19_9617768_9618091	19	9617768	9618091	-3.652203321456909	-1.4528464114358626	0.00025999989471376387	0.00043967040020162024	1	1	1
intron_19_9617171_9617621	19	9617171	9617621	-3.6522033214569087	-0.11299788032024158	0.0002599998947137645	0.07268186206326287	1	1	1
intron_16_74672538_74673900	16	74672538	74673900	3.6452760727724187	0.21373552485227582	0.0002671049076087684	0.020046224406060537	2	2	2
intron_16_74675764_74676301	16	74675764	74676301	-3.6240727901458736	-0.17128798415545432	0.00028999993057520504	0.030562064628230235	1	1	1
intron_16_74673950_74674960	16	74673950	74674960	3.615299940109253	0.300572010119419	0.0003000000773778612	0.009925203382400466	1	1	1
intron_21_28090521_28102550	21	28090521	28102550	-3.5985469818115225	-50067.0710976912	0.00032000004786150184	4.3697109356409447e-13	1	1	1
intron_10_98431291_98433983	10	98431291	98433983	-3.582746982574463	-0.17303653458243978	0.0003399998952392645	0.029215014786017866	1	1	1
intron_6_32167625_32167910	6	32167625	32167910	3.575170278549195	20.014045124034613	0.0003500000244363098	1.0968204826869892e-06	1	1	1
intron_16_57466227_57469165	16	57466227	57469165	-3.5606060028076176	-59.126396311387836	0.00036999990627093447	2.199928168169616e-07	1	1	1
intron_5_821895_825164	5	821895	825164	-3.560606002807617	-0.2633208175724785	0.0003699999062709355	0.014358592087067495	1	1	1
intron_11_57791673_57794010	11	57791673	57794010	-3.553597688674927	-3.9535977060270926	0.00038000003715396417	4.777470967925795e-05	1	1	1
intron_16_58509352_58511422	16	58509352	58511422	-3.5453774336470083	-0.3305202649546817	0.00039205126852705723	0.0070037595053669575	2	2	2
intron_19_55661189_55662502	19	55661189	55662502	3.540083885192871	63.108423315709445	0.00039999986967125586	1.2076196605482197e-07	1	1	1
intron_11_62617347_62620497	11	62617347	62620497	-3.540083885192871	-0.2925025013457498	0.00039999986967125586	0.009916752779559281	1	1	1
intron_19_55661189_55661771	19	55661189	55661771	-3.5400838851928706	-60.39545671959052	0.00039999986967125705	1.318549065531762e-07	1	1	1
intron_8_21911988_21912229	8	21911988	21912229	-3.5271871089935307	-91.15667782623872	0.0004199998439921645	8.044331978594519e-08	1	1	1
intron_16_28983957_28984609	16	28983957	28984609	3.524369882662407	0.1524968721181221	0.0004244912398556104	0.03932801965220236	3	3	3
intron_16_58549898_58551132	16	58549898	58551132	-3.5209522247314444	-63.49925181824953	0.00043000008236561004	1.8615260523935855e-07	1	1	1
intron_6_32949399_32949611	6	32949399	32949611	-3.5174430371351177	-0.09850250037830856	0.0004357258598291332	0.05756214061816836	3	3	3
intron_19_9691269_9694779	19	9691269	9694779	-3.514851570129395	-109.20295221551139	0.00043999983908122323	7.271958075928858e-08	1	1	1
intron_16_57460104_57460589	16	57460104	57460589	-3.510102648336565	-0.2673589577229713	0.0004479337370320168	0.010768352103487524	2	2	2
intron_5_821895_823389	5	821895	823389	3.510091136994744	0.2795405718011479	0.0004479531299243251	0.012543471472717126	2	2	2
intron_6_31892910_31893362	6	31892910	31893362	3.5091245489684955	0.2287298828094061	0.0004495843167340557	0.014860418793056688	2	2	2
intron_1_17639981_17640202	1	17639981	17640202	3.503028631210327	0.6453254918776341	0.0004600000159757361	0.001987352976856979	1	1	1
intron_17_57885879_57955225	17	57885879	57955225	-3.5030286312103267	-0.9415565648708873	0.00046000001597573686	0.0009716012340963225	1	1	1
intron_6_32661457_32661967	6	32661457	32661967	3.497296094894409	0.08153276963372062	0.0004699998562353478	0.13761956790073998	1	3	3
intron_6_31761615_31761818	6	31761615	31761818	3.4916760921478276	15.273158686339551	0.00047999994835014716	3.5243129009800346e-06	1	1	1
intron_19_9694867_9696094	19	9694867	9696094	-3.4916760921478276	-618.9811172772216	0.00047999994835014716	2.2634209114517154e-09	1	1	1
intron_19_9762168_9763282	19	9762168	9763282	-3.4916760921478276	-24.359519845934138	0.00047999994835014716	1.4673668229276388e-06	1	1	1
intron_19_9758764_9762082	19	9758764	9762082	3.491676092147827	20.999134891343147	0.0004799999483501481	1.9745736446964964e-06	1	1	1
intron_16_74675764_74678899	16	74675764	74678899	3.484373537588045	0.16144717880512918	0.0004932905136751949	0.031834324172374084	2	2	2
intron_6_30918915_30919758	6	30918915	30919758	-3.4807565212249756	-0.9969640586382827	0.0004999997818313613	0.0008322288378623883	1	1	1
intron_6_32155783_32155851	6	32155783	32155851	-3.466168448309321	-1.5301544699754381	0.000527932410523019	0.0003259566371559075	2	2	2
intron_20_19281087_19285578	20	19281087	19285578	3.4654085282634703	0.09865794599435776	0.0005294265900046615	0.0827800691421879	2	2	2
intron_6_31271348_31271599	6	31271348	31271599	-3.460171333422002	-0.024812141551724454	0.0005398317876405698	1.293046129989334	4	4	4
intron_8_144450770_144452359	8	144450770	144452359	-3.4407985210418706	-0.11596211257056395	0.0005800002433169624	0.05571640706725003	1	1	1
intron_1_17638689_17639238	1	17638689	17639238	3.4316143989562993	0.6617454749457927	0.0006000000103241436	0.0017557135446840538	1	1	1
intron_9_123125673_123128214	9	123125673	123128214	3.4271285533905025	288.0621907885354	0.000610000215370577	9.797004754924802e-09	1	1	1
intron_19_1047654_1048895	19	1047654	1048895	3.41407060623169	0.8234210288727539	0.0006399998778376852	0.001100289117509746	1	1	1
intron_19_3492499_3494028	19	3492499	3494028	-3.4098441600799565	-54.241602986034266	0.0006500000943204466	3.1473836537074735e-07	1	1	1
intron_9_123071501_123073552	9	123071501	123073552	3.4056777954101562	0.12946101201868285	0.0006600002237449326	0.0483164845319059	1	1	1
intron_9_123070424_123073552	9	123070424	123073552	-3.4015698432922368	-0.09736019251099318	0.0006700000573477022	0.08543001354767095	1	1	1
intron_9_123070424_123071412	9	123070424	123071412	3.401569843292236	0.12306268245400014	0.0006700000573477034	0.05347127852255479	1	1	1
intron_19_9653881_9658009	19	9653881	9658009	-3.4015698432922363	-73.6684265344533	0.0006700000573477034	1.4896265493660702e-07	1	1	1
intron_2_24208319_24209100	2	24208319	24209100	-3.3975183963775635	-0.1923469584185322	0.0006800001575713031	0.0204213308172867	1	1	1
intron_6_137875035_137875688	6	137875035	137875688	-3.3959708148233503	-1.9047525689563012	0.0006838565087461076	0.00019978669466455605	2	2	2
intron_11_62677634_62677740	11	62677634	62677740	3.393522024154663	170.41491628929526	0.0006900000985361268	2.5666230050089793e-08	1	1	1
intron_6_27252949_27254693	6	27252949	27254693	-3.381847858428955	-0.5883980682430302	0.0007200000909419214	0.002045025105706529	1	1	1
