gene	gene_name	zscore	effect_size	pvalue	var_g	n_snps_used	n_snps_in_cov	n_snps_in_model	GeneID	chromosome.x	start_position	end_position
ENSG00000270001.1	RP11-218C14.8	3.68355894088745	0.292502924670682	0.000230000070848332	0.0104007110032607	1	1	1	NA	NA	NA	NA
ENSG00000213658.11	LAT	3.68355894088745	0.574445960402644	0.000230000070848332	0.00275566584979532	1	1	1	27040	16	28984802	28990783
ENSG00000168488.18	ATXN2L	-3.65853225081392	-0.739713228193501	0.00025366382399702	0.00160962345638638	2	2	2	11273	16	28822998	28837236
ENSG00000184900.15	SUMO3	3.63258954770227	0.554789537088036	0.000280591154716233	0.00266400349036156	2	2	2	6612	21	44805616	44818061
ENSG00000132185.16	FCRLA	3.62407279014587	0.197628598508928	0.000289999930575204	0.0232214961547743	1	1	1	84824	1	161707021	161714351
ENSG00000185905.3	C16orf54	-3.59854698181152	-7.20590263203289	0.000320000047861501	9.43096584273036e-06	1	1	1	283897	16	29742462	29745989
ENSG00000149541.9	B3GAT3	3.58666538415893	0.188290346988259	0.000334933669509291	0.0237377530323026	2	2	2	26229	11	62615295	62621985
ENSG00000166226.12	CCT2	3.58009951747697	0.234874796497653	0.000343463374836002	0.0155397424282291	2	2	2	10576	12	69585458	69601569
ENSG00000272911.1	RP11-74E22.6	3.57517027854919	0.0736677833969734	0.000350000024436312	0.14656100582377	1	1	1	NA	NA	NA	NA
ENSG00000138193.15	PLCE1	3.55376400210127	0.329490266829673	0.000379759826975687	0.00875300443606708	2	3	3	51196	10	93993930	94332822
ENSG00000255833.1	TIFAB	-3.55359768867493	-49.2084933842885	0.000380000037153965	3.67948449001077e-07	1	1	1	497189	5	135444225	135452350
ENSG00000248714.6	RP11-1079K10.3	-3.54008388519287	-2.5600775934359	0.000399999869671256	0.000128336357393688	1	2	2	NA	NA	NA	NA
ENSG00000168246.5	UBTD2	-3.53481799781375	-0.46788923774108	0.000408056112694423	0.003820618282967	2	2	2	92181	5	172209644	172283796
ENSG00000178952.10	TUFM	3.51048930310595	0.0921388830686931	0.000447282803650515	0.100880807550036	2	2	2	7284	16	28842410	28846347
ENSG00000267612.1	CTD-3116E22.7	-3.50887870788574	-0.272038992161655	0.000450000074610395	0.0113003511048039	1	1	1	NA	NA	NA	NA
ENSG00000123810.7	B9D2	3.49729609489441	0.450932361476595	0.000469999856235346	0.00450088253352048	1	1	1	80776	19	41354416	41364533
ENSG00000186130.4	ZBTB6	-3.48075652122498	-1.500312099816	0.000499999781831362	0.000381484780095279	1	1	1	10773	9	122908055	122913322
ENSG00000103145.10	HCFC1R1	-3.47662617509314	-0.307816645317061	0.000507765246390414	0.00848220706773691	2	2	2	54985	16	3022619	3024285
ENSG00000146540.14	C7orf50	-3.47317626473474	-0.136998725520717	0.000514337445011735	0.0377687819333069	4	4	4	84310	7	977963	1138324
ENSG00000118482.11	PHF3	3.44029163117814	1.10944915623776	0.00058108768439533	0.000655801323883368	2	2	2	23469	6	63635801	63726010
ENSG00000137193.13	PIM1	-3.40984416007996	-8.6205367712784	0.000650000094320448	7.08224207248335e-06	1	1	1	5292	6	37170151	37175427
ENSG00000254281.1	KB-1507C5.4	3.39665268118673	0.210322698611969	0.000682154897154357	0.020828147964204	2	2	2	NA	NA	NA	NA
ENSG00000141433.12	ADCYAP1	3.38379482469575	0.0546900600317742	0.000714914059434695	0.255787184732643	5	6	6	116	18	904383	912171
ENSG00000244355.7	LY6G6D	3.37061715126038	0.473058855411425	0.00075000009000426	0.00385077578886664	1	1	1	58530	6	31715347	31717918
ENSG00000155313.15	USP25	-3.36921485743304	-0.79941993004567	0.000753826424065403	0.00134621089080144	2	2	2	29761	21	15729946	15880063
ENSG00000162194.12	LBHD1	3.36741746228401	0.0883040309671176	0.000758757350656583	0.0919274909623999	2	2	2	79081	11	62662816	62672266
ENSG00000214756.7	METTL12	3.36696624755859	0.351360639165965	0.000759999895509049	0.00567800550654117	1	1	1	NA	NA	NA	NA
ENSG00000156587.15	UBE2L6	-3.361855400181	-0.250368617835549	0.000774206547135339	0.0121863626394778	2	3	3	9246	11	57551661	57567934
ENSG00000115641.18	FHL2	-3.35279488563538	-0.14770103721947	0.000799999696145117	0.0374337457156116	1	1	1	2274	2	105357711	105438528
ENSG00000079387.13	SENP1	-3.33869564186713	-0.808165819857327	0.000841727340241922	0.00115888632032078	2	2	2	29843	12	48042892	48106307
ENSG00000204922.4	UQCC3	-3.32950663566589	-0.346324826902928	0.000869999911096632	0.00555758833641921	1	1	1	790955	11	62671672	62673685
ENSG00000178977.3	LINC00324	-3.32950663566589	-0.601432679417999	0.000869999911096632	0.00204160392188701	1	1	1	284029	17	8220629	8224042
ENSG00000272221.1	XXbac-BPG181B23.7	-3.31008419596191	-0.0164533577591266	0.000932679114634383	2.98580193583882	4	7	7	NA	NA	NA	NA
ENSG00000234745.10	HLA-B	3.30809210600616	0.166363470457538	0.00093933910270098	0.0253523864441423	3	4	4	3106	6	31353874	31357178
ENSG00000277200.1	RP11-74E22.8	3.30307071786676	0.0489601059347935	0.000956322674927731	0.328157911691416	2	3	3	NA	NA	NA	NA
ENSG00000232810.3	TNF	3.30199432373047	8.99212973930747	0.000960000128584051	1.20086775871833e-05	1	1	1	7124	6	31575564	31578335
ENSG00000102978.12	POLR2C	-3.29995395502224	-0.137708467258466	0.000967006928116987	0.0371104025583219	4	4	4	5432	16	57462678	57472008
ENSG00000184110.14	EIF3C	3.29908657073975	0.134477979641498	0.000969999921702455	0.0421792009448973	1	2	2	8663	16	28688557	28735729
ENSG00000120253.13	NUP43	3.29482049116202	0.18338358035667	0.000984845697874889	0.0222414402007724	2	2	2	348995	6	149724314	149746528
ENSG00000196605.7	ZNF846	3.26816190807413	0.131002903659813	0.00108248421617814	0.0425583155525624	3	3	3	162993	19	9751992	9786159
ENSG00000196605.7	ZNF846	3.26816190807413	0.131002903659813	0.00108248421617814	0.0425583155525624	3	3	3	162993	19	9756151	9756862
ENSG00000204610.12	TRIM15	3.26361632347107	0.266494302003932	0.00110000018089731	0.0111309201123566	1	1	1	89870	6	30163545	30172692
ENSG00000204613.10	TRIM10	3.26361632347107	0.169760365110524	0.00110000018089732	0.0274305376424734	1	1	1	10107	6	30151938	30163215
ENSG00000162407.8	PLPP3	-3.26023562905187	-2.3039778928883	0.00111319691150462	0.000146410034070793	2	2	2	8613	1	56494760	56579562
ENSG00000166578.9	IQCD	-3.24923382989137	-0.129613203240736	0.00115716315065886	0.0385614415497116	2	2	2	115811	12	113195440	113221340
ENSG00000100991.11	TRPC4AP	3.24851914416184	0.223374007577585	0.00116007402222525	0.0153502682045342	3	3	3	26133	20	35002403	35092834
ENSG00000277587.1	CTD-3116E22.8	-3.24377341248626	-0.0749430902060273	0.00117957541067783	0.130046127396915	2	2	2	NA	NA	NA	NA
ENSG00000173744.17	AGFG1	-3.2388801574707	-0.744475322682458	0.00119999983542484	0.00139475620848578	1	1	1	3267	2	227472155	227561216
ENSG00000273100.1	RP11-302L19.3	-3.2388801574707	-0.127044874916472	0.00119999983542484	0.0476335262130862	1	1	1	NA	NA	NA	NA
ENSG00000119138.4	KLF9	-3.22059698077907	-0.783259551221822	0.00127923902526082	0.00100930861447129	2	2	2	687	9	70384603	70414656
ENSG00000182552.14	RWDD4	3.21597981452942	0.611073543697176	0.00129999975655697	0.00177702650515643	1	1	1	201965	4	183639634	183659217
ENSG00000204301.6	NOTCH4	3.21300798821179	0.0692392212532402	0.00131352636207858	0.136425474021218	3	3	3	4855	6	32194842	32224066
ENSG00000085982.13	USP40	3.21066161931911	0.0999930879214462	0.00132429775311344	0.0665469013557452	3	3	3	55230	2	233475520	233566788
ENSG00000261584.1	RP11-457M11.5	3.18005905115339	0.051851732009323	0.00147245043560427	0.255966378139723	2	2	2	NA	NA	NA	NA
ENSG00000181315.10	ZNF322	-3.17723497813033	-0.0490900947769802	0.0014868651383121	0.283313071544702	2	3	3	79692	6	26634382	26659745
ENSG00000167601.11	AXL	-3.1711316264552	-0.477339656194081	0.00151846321547281	0.00299748072206879	2	2	2	558	19	41219222	41261765
ENSG00000166839.16	ANKDD1A	3.16835725641022	0.274168422662718	0.00153303009791853	0.00802075872474867	2	2	2	348094	15	64911901	64958690
ENSG00000138698.14	RAP1GDS1	3.15590667724609	0.536800373537327	0.00160000044253874	0.00224057094104424	1	1	1	5910	4	98261380	98443857
ENSG00000237352.3	LINC01358	-3.15590667724609	-1.85978785990132	0.00160000044253874	0.0002003395690032	1	1	1	101926925	1	59020475	59088246
ENSG00000124508.16	BTN2A2	3.13837351239927	0.0905343718632253	0.00169888240212018	0.0701970390323452	2	3	3	10385	6	26382892	26394873
ENSG00000026559.13	KCNG1	-3.13818073272705	-0.280764989077028	0.00170000020489935	0.00796285194812065	1	1	1	3755	20	51003655	51023175
ENSG00000143401.14	ANP32E	-3.13818073272705	-2.12497047861092	0.00170000020489935	0.000138464329347642	1	1	1	81611	1	150218416	150236132
ENSG00000174327.6	SLC16A13	-3.12138915061951	-0.591520234765737	0.00179999999229972	0.00193730293752231	1	2	2	201232	17	7036014	7040116
ENSG00000166272.16	WBP1L	3.12138915061951	0.374084457628132	0.00179999999229973	0.00502236881953839	1	1	1	54838	10	102742707	102816266
ENSG00000240350.2	AC017002.1	3.10543394088745	0.456018953809806	0.00190000055491001	0.00307253909717291	1	1	1	NA	NA	NA	NA
ENSG00000096070.19	BRPF3	-3.10543394088745	-0.611051691190277	0.00190000055491001	0.00149993553252798	1	1	1	27154	6	36196743	36232789
ENSG00000185475.10	TMEM179B	3.10543394088745	0.311435691005366	0.00190000055491001	0.0076928928549387	1	1	1	374395	11	62787401	62790399
ENSG00000131504.15	DIAPH1	3.10543394088745	2.09041084803949	0.00190000055491001	0.000137800496900843	1	1	1	1729	5	141515015	141619054
ENSG00000262686.1	GLIS2-AS1	-3.10543394088745	-0.357664913789992	0.00190000055491002	0.00547661681101549	1	1	1	101926896	16	4324647	4328339
ENSG00000124613.8	ZNF391	-3.09172387630757	-0.06666795401626	0.00198997861520469	0.15655470364586	2	3	3	346157	6	27374614	27403907
ENSG00000049656.13	CLPTM1L	3.08694436788407	0.148584849066724	0.00202225439510386	0.0315638397657443	2	2	2	81037	5	1317751	1345098
ENSG00000278611.1	CTC-543D15.8	3.08121584379793	0.0779136136331789	0.00206157145173726	0.104236944928978	2	2	2	NA	NA	NA	NA
ENSG00000244462.7	RBM12	-3.07344132973939	-1.76618272769526	0.00211605291921455	0.000211046289933577	3	3	3	10137	20	35648924	35664899
ENSG00000090861.15	AARS	3.07264652091045	0.592448728906494	0.00212169645626258	0.00188329852192817	2	2	2	NA	NA	NA	NA
ENSG00000271983.1	RP11-28H5.2	3.06181406974792	1.07821721021498	0.0022000006027479	0.000629632508322457	1	1	1	NA	NA	NA	NA
ENSG00000072609.17	CHFR	3.06181406974792	0.855400912244413	0.0022000006027479	0.000906858550159853	1	2	2	55743	12	132832355	132887617
ENSG00000204531.17	POU5F1	-3.05596159708128	-0.301110170773871	0.00224339987679426	0.0134402046776607	2	3	3	5460	6	31164336	31170681
ENSG00000092203.13	TOX4	-3.05321892270962	-0.231563412234972	0.00226400704943939	0.0128801879070816	2	2	2	9878	14	21477194	21499169
ENSG00000160049.11	DFFA	-3.04848289489746	-0.501648259928696	0.0023000000620952	0.00300570310264108	1	1	1	1676	1	10456521	10472528
ENSG00000169122.11	FAM110B	-3.03567242622376	-14.5137140198177	0.00239999952566663	3.07149568789726e-06	1	1	1	90362	8	57994522	58148783
ENSG00000076067.12	RBMS2	-3.01145386695862	-0.915882562293259	0.00259999907118685	0.000674006998241941	1	1	1	5939	12	56520405	56596192
ENSG00000186710.11	CFAP73	3.01145386695862	0.22211471304756	0.00259999907118685	0.0101285257677288	1	1	1	387885	12	113149161	113159275
ENSG00000178404.9	CEP295NL	-3.00165045856304	-0.198710592659074	0.00268520306309721	0.0171768523732956	2	2	2	100653515	17	78890578	78903200
ENSG00000100330.15	MTMR3	3.00112362246853	0.0653973650917698	0.00268985338359067	0.136590686238319	3	3	3	8897	22	29883173	30030867
ENSG00000162236.11	STX5	2.99997711181641	0.917274520862044	0.00269999894414567	0.00084951502462615	1	1	1	6811	11	62806859	62832052
ENSG00000149150.8	SLC43A1	-2.99491576103657	-0.120586589445978	0.00274520645668471	0.0409977160934888	2	2	2	8501	11	57484530	57516560
ENSG00000241370.5	RPP21	2.98888230323792	0.521305076618674	0.0027999996708187	0.00250808969794475	1	1	1	79897	6	30345155	30346856
ENSG00000253522.5	MIR3142HG	-2.98888230323791	-2.17777762682924	0.0027999996708187	9.39433001426689e-05	1	1	1	107075116	5	160468250	160487425
ENSG00000111344.11	RASAL1	2.98665401043554	0.140092004533374	0.00282048731577887	0.0262083534559534	2	2	2	8437	12	113096514	113136247
ENSG00000065615.13	CYB5R4	2.9781436920166	0.650059937004466	0.00289999992814823	0.00125329826638298	1	1	1	51167	6	83859688	83967422
ENSG00000137310.11	TCF19	-2.97371452604292	-0.0791737332016647	0.00294218661169451	0.108383400336657	3	3	3	6941	6	31158588	31164214
ENSG00000166441.12	RPL27A	2.96918923990623	0.240092609671987	0.00298586652166407	0.0122188830888509	3	3	3	6157	11	8682791	8689871
ENSG00000156206.13	CFAP161	2.96914963642036	2.81679824270517	0.00298625138853786	7.93660502448464e-05	2	2	2	161502	15	81099407	81149178
ENSG00000153707.16	PTPRD	2.96773791313171	0.047603998394086	0.00300000011916281	0.263345181904856	1	1	1	5789	9	8314245	10613001
ENSG00000261000.1	RP11-534L20.5	-2.96724448847469	-0.0300021087478244	0.00300481916953132	0.666880631774795	2	2	2	NA	NA	NA	NA
ENSG00000130818.11	ZNF426	-2.96158507718284	-0.262677174755064	0.00306059924258082	0.00859173337398218	2	2	2	79088	19	9523222	9538864
ENSG00000061656.9	SPAG4	2.95764398574829	0.429119396314867	0.00309999931125602	0.00332024454849649	1	1	1	6676	20	35615828	35621093
ENSG00000143256.4	PFDN2	-2.94784259796143	-23.3980341165802	0.00319999952617063	1.42920537011189e-06	1	1	1	5202	1	161100555	161118042
ENSG00000257488.5	RP5-1057I20.2	-2.94784259796143	-0.597660799512497	0.00319999952617063	0.00171739200850562	1	1	1	NA	NA	NA	NA
ENSG00000168003.16	SLC3A2	-2.94784259796143	-2691.55818316211	0.00319999952617063	9.7717897401093e-11	1	1	1	6520	11	62856108	62888859
ENSG00000132781.17	MUTYH	2.94784259796143	0.453415622434035	0.00319999952617063	0.00255733604868869	1	1	1	4595	1	45329241	45340446
ENSG00000137414.5	FAM8A1	2.94784259796143	0.200218656076195	0.00319999952617063	0.0138601457661821	1	1	1	51439	6	17600301	17611714
ENSG00000099899.14	TRMT2A	-2.94335941629363	-0.210631115042708	0.00324671244199572	0.0122497420658748	3	4	4	27037	22	20111871	20117253
ENSG00000197818.11	SLC9A8	2.94282067155073	0.261150216797784	0.00325236756081156	0.00905637832672097	2	3	3	23315	20	49812827	49892241
ENSG00000268043.7	NBPF12	2.94255457244397	0.0863904262223271	0.00325516407097843	0.0988096242440591	4	5	5	149013	1	146938323	146996092
ENSG00000158711.13	ELK4	-2.94039051834408	-0.612817058636542	0.0032779882033256	0.00154707528277823	2	2	2	2005	1	205607942	205632871
ENSG00000273014.1	RP11-225B17.2	2.93840558214784	0.127595308243861	0.00329905127821825	0.0349858109990043	2	2	2	NA	NA	NA	NA
ENSG00000243927.5	MRPS6	2.93831634521484	0.206504302641399	0.00330000110188496	0.0139806400865225	1	1	1	64968	21	34073577	34143029
ENSG00000104888.9	SLC17A7	-2.91721314366878	-0.0727084538531141	0.00353174340304953	0.126305257699808	2	2	2	57030	19	49429400	49441526
ENSG00000134318.13	ROCK2	2.91709128099232	0.387212287907233	0.00353312358445674	0.00373372630575136	2	2	2	9475	2	11179758	11345436
ENSG00000143436.10	MRPL9	2.91635912785508	0.202609331738864	0.00354142607513853	0.0136492760909767	3	3	3	65005	1	151759646	151763495
ENSG00000263718.2	RP11-285E9.6	2.9112377166748	1.12728979402872	0.00360000011025067	0.000463379015001852	1	1	1	NA	NA	NA	NA
ENSG00000105298.13	CACTIN	2.90522780981317	0.313133065850337	0.00366985887088963	0.00606194213640654	2	2	2	58509	19	3610644	3626809
ENSG00000138834.12	MAPK8IP3	2.90266680717468	0.606608052834337	0.00370000057736301	0.00129945735393251	1	2	2	23162	16	1706182	1770350
ENSG00000108344.14	PSMD3	2.90266680717468	0.665553445559166	0.00370000057736301	0.00107947478357934	1	1	1	5709	17	39980806	39997958
ENSG00000148357.16	HMCN2	-2.90224647190772	-0.145164763183416	0.00370496915732485	0.0268921041315793	3	4	4	256158	9	130265741	130434122
ENSG00000203747.10	FCGR3A	-2.89953763959411	-0.139803237122875	0.00373713472312765	0.032538671290157	2	3	3	2214	1	161541758	161550736
ENSG00000105523.3	FAM83E	-2.89075398717041	-0.0834847877036512	0.00384318839781278	0.0876300709673824	2	3	3	54854	19	48599960	48615238
ENSG00000117133.10	RPF1	-2.89061776673244	-0.150537930388281	0.00384485443968091	0.0214785424841856	2	2	2	80135	1	84479265	84498351
