gene	chromosome	start_pos	end_pos	zscore	effect_size	pvalue	var_g	n_snps_used	n_snps_in_cov	n_snps_in_model
intron_6_26872250_26878700	6	26872250	26878700	-5.068957805633545	-0.1678459331707551	3.999998825046332e-07	0.06326616261676503	1	1.0	1
intron_16_58040698_58041283	16	58040698	58041283	-5.052180890662782	-0.44480391477253844	4.3679372709716474e-07	0.008276138549687029	2	2.0	2
intron_6_32934987_32935536	6	32934987	32935536	-4.9329423904418945	-0.6312323418272555	8.100005136552481e-07	0.0028534387028195324	1	1.0	1
intron_6_30924560_30925274	6	30924560	30925274	4.840406225112283	0.2594234543348334	1.2957398839662248e-06	0.02628177974662688	2	2.0	2
intron_6_32637540_32641310	6	32637540	32641310	-4.839754104614259	-0.0634963393011165	1.2999987616895103e-06	0.3896863494568224	1	3.0	3
intron_6_30924560_30925544	6	30924560	30925544	-4.825602428963616	-0.062292574094568884	1.3958070463711599e-06	0.3973665819042789	2	2.0	2
intron_2_227078077_227080443	2	227078077	227080443	-4.825004577636719	-982.1238691948154	1.4000005199819177e-06	1.8019920937827727e-09	1	1.0	1
intron_6_32950803_32952949	6	32950803	32952949	4.811339483388897	0.051821703472095526	1.4992211444840002e-06	0.4058074554684486	2	2.0	2
intron_6_28336943_28353862	6	28336943	28353862	-4.763417393425841	-0.22214027064640268	1.9034155194203976e-06	0.026354909135751815	2	2.0	2
intron_6_32949399_32949611	6	32949399	32949611	-4.712845931860919	-0.06338473017765459	2.4428089235981484e-06	0.26032558741329087	2	2.0	2
intron_6_31793120_31794831	6	31793120	31794831	4.596328735351562	0.2847303824174648	4.300001022525467e-06	0.014185946122769928	1	1.0	1
intron_6_33287505_33287614	6	33287505	33287614	4.569024085998535	0.11913346158894944	4.900004751900842e-06	0.0812794344355023	1	1.0	1
intron_6_31691918_31693027	6	31691918	31693027	4.487689018249511	13.770514983367956	7.199992353933878e-06	7.2624942293799515e-06	1	1.0	1
intron_6_33292313_33292430	6	33292313	33292430	4.444735527038574	25.111649235376667	8.800005458295576e-06	1.9717461579883254e-06	1	1.0	1
intron_6_31651776_31660321	6	31651776	31660321	4.437684843757323	0.25591855433257543	9.093162535606447e-06	0.018782634654067643	2	2.0	2
intron_11_62611347_62611425	11	62611347	62611425	-4.264890670776367	-0.12932799332370074	2.0000011030804865e-05	0.0740866168532403	1	1.0	1
intron_11_62611344_62611425	11	62611344	62611425	4.264890670776367	0.13117227886783922	2.0000011030804865e-05	0.07201794321753725	1	1.0	1
intron_11_62609696_62610879	11	62609696	62610879	4.237561324380828	0.09079138877807448	2.2596071291116563e-05	0.1503582637266942	2	2.0	2
intron_11_62609696_62610636	11	62609696	62610636	-4.232041824541274	-0.12345481740399251	2.3157933005614623e-05	0.08114244610550184	2	2.0	2
intron_6_26374798_26375797	6	26374798	26375797	-4.173466205596925	-0.12625206151012766	3.0000017761232044e-05	0.06162554006976636	1	1.0	1
intron_6_32949889_32950519	6	32949889	32950519	4.163462877848972	0.06046990639618338	3.134570077197819e-05	0.21418073764046144	2	2.0	2
intron_11_43312196_43318640	11	43312196	43318640	-4.119315147399903	-192.75407411352302	3.8000013088337904e-05	3.227727835824788e-08	1	2.0	2
intron_6_30686046_30687114	6	30686046	30687114	-4.107479572296143	-1.7192615931809188	4.00000142466306e-05	0.0003738946122368045	1	1.0	1
intron_16_3690985_3717421	16	3690985	3717421	4.070065021514893	10.905951710903828	4.7000018235220514e-05	8.338131401501195e-06	1	1.0	1
intron_16_3745354_3749627	16	3745354	3749627	4.0603461265563965	9.325576278023748	4.900002142543696e-05	2.5032143568663436e-06	1	1.0	1
intron_11_62613871_62614258	11	62613871	62614258	4.033295631408691	0.2513436192756716	5.500001488491334e-05	0.017526583395930693	1	1.0	1
intron_6_31151122_31154496	6	31151122	31154496	-4.027444834593364	-0.0982918714740527	5.6386291447736474e-05	0.15504857654273285	2	2.0	2
intron_11_62610768_62610879	11	62610768	62610879	-4.024898052215575	-0.20122187947816403	5.7000003482782134e-05	0.027538820078792752	1	1.0	1
intron_6_26542978_26545127	6	26542978	26545127	3.979707956314087	0.13910999048348505	6.899997949036919e-05	0.054938408650486985	1	1.0	1
intron_6_31166047_31170216	6	31166047	31170216	3.9566372342156084	0.2939376917386446	7.6012228175785e-05	0.012355654450507587	2	2.0	2
intron_4_56343684_56345127	4	56343684	56345127	3.935568571090698	6.015022503343593	8.299996082061163e-05	3.265520436105617e-05	1	2.0	2
intron_6_32198559_32198649	6	32198559	32198649	-3.92984676361084	-0.2768212777518452	8.500001368019942e-05	0.008499012043085502	1	1.0	1
intron_6_32198559_32198658	6	32198559	32198658	3.9298467636108394	0.27998391509181364	8.500001368019961e-05	0.008308090493095863	1	1.0	1
intron_6_31835451_31837236	6	31835451	31837236	3.910776138305664	0.9289442429177529	9.200001212342654e-05	0.0011297468613127339	1	1.0	1
intron_6_31403702_31410543	6	31403702	31410543	-3.8461260795593266	-0.10384361186484678	0.00012000003180909163	0.07610648380764583	1	1.0	1
intron_6_31547751_31548163	6	31547751	31548163	-3.826458692550659	-7.871177569561718	0.0001299999522460779	1.2563518341731782e-05	1	1.0	1
intron_9_122851229_122851323	9	122851229	122851323	3.8264586925506587	27.358505181806496	0.00012999995224607827	1.3800830617027856e-06	1	1.0	1
intron_16_28845055_28845912	16	28845055	28845912	-3.812382036706876	-0.15493763007529787	0.0001376339217548775	0.041397430525061216	2	2.0	2
intron_10_13294596_13295496	10	13294596	13295496	3.8091517950041056	0.09346883636564718	0.00013944433390530967	0.12605686633467567	2	2.0	2
intron_16_28824542_28825366	16	28824542	28825366	3.8081681728363037	4.845947907829055	0.0001400000518555214	4.2156070426857015e-05	1	1.0	1
intron_6_30922241_30922450	6	30922241	30922450	3.7801183177686752	0.04710481392627399	0.00015675385018828382	0.5004484724373119	2	2.0	2
intron_9_105623221_105635051	9	105623221	105635051	-3.7750120162963867	-6.6300351216043785	0.00015999995061570372	2.5615876739731983e-05	1	1.0	1
intron_6_32517752_32553376	6	32517752	32553376	3.7455484867095943	0.05135802309264834	0.00018000007638703224	0.3943896589031701	1	4.0	4
intron_16_28981615_28982356	16	28981615	28982356	-3.7319543361663814	-0.1748377783260728	0.00018999994937129698	0.032449360084519825	1	1.0	1
intron_16_28983290_28984609	16	28983290	28984609	3.7019373074814523	0.17718300315936433	0.00021395949271074864	0.03057855783773609	2	2.0	2
intron_17_78829007_78835280	17	78829007	78835280	3.683558940887451	0.4075720711603827	0.00023000007084833255	0.00553267971809594	1	1.0	1
intron_14_23636772_23638827	14	23636772	23638827	3.683558940887451	1059.170901569095	0.00023000007084833255	8.172305828452085e-10	1	1.0	1
intron_2_24208319_24209100	2	24208319	24209100	-3.683558940887451	-0.2318242823345827	0.00023000007084833255	0.017441216814895938	1	1.0	1
intron_19_9617171_9618091	19	9617171	9618091	3.652203321456909	0.13669855169393513	0.00025999989471376387	0.04711642374917666	1	1.0	1
intron_19_9617226_9618091	19	9617226	9618091	3.6522033214569096	0.3384419527903357	0.00025999989471376387	0.007686555390592366	1	1.0	1
intron_19_9617758_9618091	19	9617758	9618091	-3.652203321456909	-0.1872892508593394	0.00025999989471376387	0.0251000415601064	1	1.0	1
intron_16_74636577_74637856	16	74636577	74637856	-3.6522033214569087	-21.82958034260571	0.0002599998947137645	1.6880505695682028e-06	1	1.0	1
intron_16_74469063_74469985	16	74469063	74469985	-3.6522033214569083	-36.833751709142106	0.00025999989471376506	5.762256667588118e-07	1	1.0	1
intron_16_74675764_74676301	16	74675764	74676301	-3.6240727901458745	-0.1528998817057526	0.00028999993057520374	0.03440819791394695	1	1.0	1
intron_16_57460104_57460589	16	57460104	57460589	3.582746982574464	0.37648958086052825	0.0003399998952392629	0.005686874536538039	1	1.0	1
intron_10_98431291_98433940	10	98431291	98433940	3.5827469825744624	0.08783062406787574	0.0003399998952392645	0.11834339944367415	1	1.0	1
intron_18_2718434_2724899	18	2718434	2724899	3.575170278549194	397.29406861873906	0.00035000002443631153	5.1850388209023674e-09	1	1.0	1
intron_16_74675764_74678899	16	74675764	74678899	3.5694909149631795	0.15713030705447403	0.000357675620617995	0.03126328854725479	2	2.0	2
intron_6_33068804_33069019	6	33068804	33069019	3.5677936077117915	0.45680233802381176	0.00035999988725830546	0.003996848648724719	1	1.0	1
intron_16_57470129_57470280	16	57470129	57470280	3.560606002807618	0.8829595707117155	0.0003699999062709338	0.0009913138525177374	1	1.0	1
intron_16_57470129_57470211	16	57470129	57470211	-3.560606002807618	-1.2770207680124144	0.0003699999062709338	0.0004739111114508734	1	1.0	1
intron_19_55661189_55662502	19	55661189	55662502	3.5400838851928715	27.570057789136722	0.0003999998696712551	6.908265942530068e-07	1	1.0	1
intron_19_55661189_55661771	19	55661189	55661771	-3.540083885192871	-21.155051408453396	0.00039999986967125586	1.1733193438827612e-06	1	1.0	1
intron_16_74672538_74674960	16	74672538	74674960	-3.5369730884569726	-0.22110994177576662	0.00040474090494631006	0.016298844454149117	2	2.0	2
intron_17_7387154_7387378	17	7387154	7387378	3.499410544409356	0.019629657165031116	0.0004662880354002135	1.8536413006630084	2	2.0	2
intron_19_9762168_9763282	19	9762168	9763282	-3.4916760921478263	-21.788344636039266	0.00047999994835014955	1.7330263250464765e-06	1	1.0	1
intron_6_31639226_31639500	6	31639226	31639500	3.465117454528809	0.9432476402305501	0.000529999951720463	0.0010279084168628501	1	1.0	1
intron_11_62616240_62616506	11	62616240	62616506	3.4651174545288086	0.03712147282842615	0.000529999951720464	0.5890066247405286	1	1.0	1
intron_11_62615799_62616506	11	62615799	62616506	-3.4651174545288086	-0.034986556941307624	0.000529999951720464	0.6630834169097739	1	1.0	1
intron_8_144450770_144452359	8	144450770	144452359	-3.4551434516906747	-0.13775897886577027	0.000550000106699073	0.03773213640748165	1	1.0	1
intron_19_41363523_41363958	19	41363523	41363958	-3.44079852104187	-1.4978477084703063	0.000580000243316964	0.00040353488848334884	1	1.0	1
intron_17_2701520_2701613	17	2701520	2701613	-3.4271285533905034	-24.684327766308723	0.0006100002153705741	1.2110407883890912e-06	1	1.0	1
intron_9_123125673_123128214	9	123125673	123128214	-3.4271285533905025	-206.04913984269933	0.000610000215370577	2.0191390631154743e-08	1	1.0	1
intron_19_1047654_1048895	19	1047654	1048895	3.41407060623169	2.3089414503947996	0.0006399998778376852	0.00014967260152522796	1	1.0	1
intron_6_30340620_30341686	6	30340620	30341686	-3.4056777954101562	-7.309222150173369	0.0006600002237449326	1.7679260212503015e-05	1	1.0	1
intron_6_30340620_30341712	6	30340620	30341712	3.405677795410156	0.8968665734772421	0.0006600002237449339	0.0011742234122762388	1	1.0	1
intron_9_123070424_123073552	9	123070424	123073552	-3.4015698432922363	-0.10384957491446332	0.0006700000573477034	0.07801201463099006	1	1.0	1
intron_9_123070424_123071412	9	123070424	123071412	3.4015698432922363	0.19324861643908534	0.0006700000573477034	0.022528804864754157	1	1.0	1
intron_9_123071501_123073552	9	123071501	123073552	3.3975183963775635	0.13494298066376936	0.0006800001575713031	0.04620301774588442	1	1.0	1
intron_10_98431291_98433983	10	98431291	98433983	-3.3947551467579493	-0.10025032789527362	0.0006869000248577848	0.08240999342815694	2	2.0	2
intron_7_16615904_16624983	7	16615904	16624983	3.394313886501199	11.91660463672178	0.000688007863882446	6.305098079726909e-06	2	2.0	2
intron_11_62677634_62677740	11	62677634	62677740	3.393522024154663	196.15710491487064	0.0006900000985361268	1.9951386506470485e-08	1	1.0	1
intron_20_50931449_50933724	20	50931449	50933724	3.391791582464056	15.508624470371704	0.0006943723663872144	5.142267280864499e-06	2	2.0	2
intron_6_27252949_27254693	6	27252949	27254693	-3.3818478584289555	-0.8488116662062439	0.0007200000909419198	0.0008923825683482592	1	1.0	1
intron_6_27252040_27254693	6	27252040	27254693	3.381847858428955	2.474897412708714	0.0007200000909419214	0.00010496858790244618	1	1.0	1
intron_22_29767607_29769678	22	29767607	29769678	3.375748718548557	0.48659400534834774	0.0007361512027862236	0.004214123269218234	2	2.0	2
intron_6_32581838_32584109	6	32581838	32584109	-3.3743135929107666	-1.1747420371085409	0.0007400001496338603	0.0004895928146661932	1	5.0	5
intron_16_58560362_58574609	16	58560362	58574609	3.370617151260376	103.59002172989499	0.0007500000900042598	6.13773969637186e-08	1	1.0	1
intron_19_49461800_49462570	19	49461800	49462570	3.3669662475585938	0.0625968223658178	0.0007599998955090476	0.2069791531508511	1	3.0	3
intron_19_49461800_49461884	19	49461800	49461884	-3.3669662475585933	-0.1662283493484535	0.0007599998955090491	0.029350871154248694	1	1.0	1
intron_17_78677050_78680190	17	78677050	78680190	-3.3527948856353764	-0.7743223823656121	0.0007999996961451189	0.0011793008992030051	1	1.0	1
intron_6_8078740_8090186	6	8078740	8090186	3.34935474395752	6.772151983841885	0.0008100001494199411	1.619229170557256e-05	1	1.0	1
intron_6_32155783_32155851	6	32155783	32155851	-3.345953941345215	-1.60870644056421	0.0008200001536119156	0.000317685070060481	1	1.0	1
intron_19_11355572_11356802	19	11355572	11356802	-3.3327245712280273	-0.20289943760474743	0.0008600003347682767	0.018747558038288745	1	1.0	1
intron_17_247285_281768	17	247285	281768	-3.301947449897475	-26.30502474135369	0.0009601605681998802	1.1903751207593238e-06	2	2.0	2
intron_16_28606236_28606761	16	28606236	28606761	-3.2905266284942627	-0.1113187962063641	0.0010000003660928572	0.06114421178426092	1	1.0	1
intron_11_62664973_62665131	11	62664973	62665131	-3.26361632347107	-0.20800133432373133	0.001100000180897312	0.016531076562614155	1	1.0	1
intron_1_26884290_26885973	1	26884290	26885973	-3.2636163234710693	-0.38146967593135483	0.0011000001808973141	0.005111897462772545	1	1.0	1
intron_11_62664973_62667523	11	62664973	62667523	3.2636163234710693	0.2339069219363836	0.0011000001808973141	0.013072156281258745	1	1.0	1
intron_6_32661457_32661967	6	32661457	32661967	-3.2636163234710693	-0.42480521796952736	0.0011000001808973141	0.00747403451066296	1	2.0	2
intron_17_78676169_78676995	17	78676169	78676995	-3.2636163234710693	-0.2918919164428496	0.0011000001808973141	0.007491611934941146	1	1.0	1
intron_17_78676169_78680190	17	78676169	78680190	3.263616323471069	0.30855864056304705	0.0011000001808973172	0.00670415403065595	1	1.0	1
intron_6_31157089_31158167	6	31157089	31158167	3.242950385446183	0.02386324666631346	0.0011829880970303938	1.250838037777024	2	2.0	2
intron_17_57869193_57871286	17	57869193	57871286	-3.238880157470703	-0.4248170085200408	0.0011999998354248421	0.0040285360775837754	1	1.0	1
intron_19_11354696_11354873	19	11354696	11354873	3.2388801574707027	0.273690786282095	0.0011999998354248443	0.009797652989605592	1	1.0	1
intron_12_113307844_113310234	12	113307844	113310234	3.2187664523290063	0.046208822561630364	0.0012874329644014502	0.30318973279573824	2	2.0	2
intron_5_14609017_14610141	5	14609017	14610141	-3.2159798145294185	-172.75663509585812	0.0012999997565569734	2.1359845176995906e-08	1	1.0	1
intron_1_233261321_233262045	1	233261321	233262045	-3.215979814529419	-0.616972027104906	0.0012999997565569734	0.001695166502421337	1	1.0	1
intron_9_131939474_132014337	9	131939474	132014337	-3.215979814529419	-0.12140579711410836	0.0012999997565569734	0.029399723644161737	1	1.0	1
intron_6_83926331_83934595	6	83926331	83934595	-3.194651126861572	-21.079464319154184	0.0013999996454423169	1.1442749966673539e-06	1	1.0	1
intron_6_32949787_32950519	6	32949787	32950519	3.1793918501802163	0.19443686399572602	0.001475844313382952	0.016217500781362026	2	2.0	2
intron_4_98379163_98391952	4	98379163	98391952	-3.174683570861817	-1.4549189000306573	0.0014999997756357452	0.00035143301058796096	1	1.0	1
intron_16_3031150_3031410	16	3031150	3031410	-3.1746835708618164	-19.63961618465008	0.001499999775635748	1.9106002454168257e-06	1	1.0	1
intron_17_8148786_8149259	17	8148786	8149259	-3.1746835708618164	-5.89937981683808	0.001499999775635748	1.9397573203291605e-05	1	1.0	1
intron_2_226792385_226794989	2	226792385	226794989	3.174683570861816	0.6266808083742156	0.001499999775635748	0.0029386686619505744	1	1.0	1
intron_20_35021356_35035123	20	35021356	35035123	3.164389828271277	0.07285709468408426	0.001554084869270997	0.12756151434084095	2	2.0	2
intron_7_149853068_149856267	7	149853068	149856267	3.155906677246094	0.9853374608097055	0.0016000004425387382	0.0007608957199144195	1	1.0	1
intron_1_23384068_23384346	1	23384068	23384346	3.1559066772460938	0.04646088887632212	0.0016000004425387412	0.35850393344456444	1	1.0	1
intron_9_137453180_137454391	9	137453180	137454391	-3.1559066772460933	-0.8176080479813873	0.0016000004425387457	0.0012368100327659133	1	1.0	1
intron_8_102992407_102995625	8	102992407	102995625	3.138180732727051	2.35766213354185	0.001700000204899352	0.0001389218477816633	1	1.0	1
intron_19_41264692_41268223	19	41264692	41268223	3.138180732727051	145.06855917736755	0.001700000204899352	3.032275581248675e-08	1	1.0	1
intron_6_33413557_33414041	6	33413557	33414041	-3.121389150619507	-0.4956481779244653	0.0017999999922997257	0.0017918264525242178	1	1.0	1
intron_11_62831110_62831954	11	62831110	62831954	-3.121389150619507	-140.50608448509018	0.0017999999922997257	3.4267463548838734e-08	1	1.0	1
