gene	gene_name	zscore	effect_size	pvalue	var_g	n_snps_used	n_snps_in_cov	n_snps_in_model	GeneID	chromosome.x	start_position	end_position
ENSG00000197272.2	IL27	3.40567779541016	0.275031768641515	0.000660000223744931	0.0104918033753718	1	1	1	246778	16	28499361	28526729
ENSG00000187642.9	PERM1	3.40567779541016	1.57089648566563	0.000660000223744933	0.000260907743921994	1	1	1	84808	1	975197	982092
ENSG00000204922.4	UQCC3	-3.39751839637756	-0.282389456712568	0.000680000157571303	0.00834849029870822	1	1	1	790955	11	62671672	62673685
ENSG00000138669.9	PRKG2	3.37494840054346	1.99295906047611	0.000738295322612046	0.000183229236350221	2	2	2	5593	4	81087369	81217836
ENSG00000099992.15	TBC1D10A	-3.37061715126038	-10.1970898599764	0.00075000009000426	4.08853840062294e-06	1	1	1	83874	22	30291989	30326940
ENSG00000105520.10	PLPPR2	-3.33272457122803	-0.201254932350745	0.000860000334768277	0.0203107207831146	1	1	1	64748	19	11355430	11365697
ENSG00000262089.1	RP11-589P10.5	3.32484149728372	0.140144467363752	0.000884688147392993	0.0356141851735457	2	2	2	NA	NA	NA	NA
ENSG00000132561.13	MATN2	3.32174953113232	1.36953609454439	0.000894549551605621	0.000460272441281675	2	2	2	4147	8	97869063	98036723
ENSG00000277200.1	RP11-74E22.8	3.32005405426025	0.05315584374021	0.000900000201296216	0.310042096549977	1	1	1	NA	NA	NA	NA
ENSG00000211456.10	SACM1L	3.31391334533691	253.693620641479	0.000920000143920189	1.24624726102206e-08	1	1	1	22908	3	45689361	45745408
ENSG00000162882.14	HAAO	-3.30565168593967	-0.434038852949901	0.000947557997164403	0.00284650156947592	2	2	2	23498	2	42767086	42801001
ENSG00000052841.14	TTC17	3.29052662849426	0.0974598173954578	0.00100000036609286	0.0597138026022563	1	1	1	55761	11	43358884	43494930
ENSG00000011454.16	RABGAP1	3.27152413549287	0.347956507671011	0.00106969457609806	0.00425653819333025	2	2	2	23637	9	122931639	123104868
ENSG00000148357.16	HMCN2	-3.26921490921387	-0.680121019918964	0.00107846355350592	0.0016387749496799	2	2	2	256158	9	130265741	130434122
ENSG00000204610.12	TRIM15	-3.26361632347107	-12.0718941910368	0.00110000018089731	5.54859334344045e-06	1	1	1	89870	6	30163545	30172692
ENSG00000278615.4	C11orf98	-3.26361632347107	-4.25717908501083	0.00110000018089732	3.48712320460799e-05	1	1	1	102288414	11	62662816	62665215
ENSG00000204421.2	LY6G6C	3.2388801574707	0.503001378868099	0.00119999983542484	0.00315219651866323	1	1	1	80740	6	31718647	31721745
ENSG00000197912.14	SPG7	-3.21597981452942	-6.81897323749562	0.00129999975655697	3.15271420981962e-05	1	1	1	6687	16	89508378	89557767
ENSG00000171903.16	CYP4F11	-3.19345791019822	-0.0337171318352398	0.00140579829512655	0.637133687336353	2	2	2	57834	19	15912376	15934866
ENSG00000143303.11	RRNAD1	3.17468357086182	3.50947984425007	0.00149999977563575	0.000114762100994436	1	1	1	NA	NA	NA	NA
ENSG00000167555.13	ZNF528	-3.17039867757298	-0.0506242387102361	0.00152229913426579	0.274169157951015	2	2	2	84436	19	52392751	52418407
ENSG00000204618.8	RNF39	3.15590667724609	0.142784278763549	0.00160000044253874	0.035780152429062	1	1	1	80352	6	30070265	30080624
ENSG00000204420.8	MPIG6B	3.15590667724609	1.01158809249056	0.00160000044253874	0.000565466311307807	1	1	1	80739	6	31720556	31726713
ENSG00000170537.12	TMC7	3.15590667724609	4.98887064355657	0.00160000044253874	2.54386587860565e-05	1	1	1	79905	16	18983933	19063941
ENSG00000100593.17	ISM2	-3.15021268542615	-0.176445366309978	0.00163151642764906	0.0280468286877575	3	3	3	145501	14	77474393	77498815
ENSG00000162407.8	PLPP3	-3.12138915061951	-5.88771776895416	0.00179999999229973	1.92862335303345e-05	1	1	1	8613	1	56494760	56579562
ENSG00000162409.10	PRKAA2	3.12138915061951	0.442510769356362	0.00179999999229973	0.00341423727474738	1	1	1	5563	1	56645313	56715334
ENSG00000156398.12	SFXN2	-3.12138915061951	-0.427857644856147	0.00179999999229973	0.0047442716419167	1	1	1	118980	10	102714630	102743491
ENSG00000103145.10	HCFC1R1	-3.10543394088745	-0.483887453294013	0.00190000055491001	0.00251727885360263	1	1	1	54985	16	3022619	3024285
ENSG00000100319.12	ZMAT5	3.10543394088745	4.77534858559829	0.00190000055491001	2.3853150691651e-05	1	1	1	55954	22	29730955	29767006
ENSG00000096070.19	BRPF3	-3.10543394088745	-0.625202107571328	0.00190000055491002	0.00177586666739657	1	1	1	27154	6	36196743	36232789
ENSG00000113649.11	TCERG1	3.07571291923523	0.502512644972565	0.00209999931635762	0.0010117899880001	1	1	1	10915	5	146447329	146511960
ENSG00000188603.18	CLN3	3.06367396495084	0.370282069633695	0.00218637044499011	0.00510057709421133	2	2	2	1201	16	28466652	28492081
ENSG00000035862.12	TIMP2	-3.06181406974792	-0.514268990644425	0.0022000006027479	0.00278196630120224	1	1	1	7077	17	78852976	78925386
ENSG00000006638.11	TBXA2R	3.06181406974792	0.856734226939788	0.00220000060274791	0.000829361737280352	1	1	1	6915	19	3594506	3608748
ENSG00000163820.14	FYCO1	3.04784278242472	0.343934400299678	0.00230490481317261	0.00902459785387635	2	2	2	79443	3	45917902	45995823
ENSG00000244462.7	RBM12	-3.03307786996871	-2.63896087383716	0.00242073125740497	7.51845593631435e-05	2	2	2	10137	20	35648924	35664899
ENSG00000236908.2	RP5-1063M23.2	3.02283635359682	0.254090062786732	0.00250417621147095	0.0065938191946629	2	2	2	NA	NA	NA	NA
ENSG00000268751.1	SCGB1B2P	-3.01145386695862	-1.56526658834311	0.00259999907118685	0.00025792642916093	1	1	1	643719	19	34576728	34677158
ENSG00000150477.14	KIAA1328	2.99997711181641	1.11217027950098	0.00269999894414567	0.000367622926311359	1	1	1	57536	18	36828816	37232171
ENSG00000178999.12	AURKB	-2.99997711181641	-0.0879114022501865	0.00269999894414568	0.0691733071419467	1	1	1	9212	17	8204730	8210766
ENSG00000152291.13	TGOLN2	-2.98888230323792	-2.22285152183065	0.0027999996708187	9.39243206219578e-05	1	1	1	10618	2	85318026	85327988
ENSG00000162236.11	STX5	2.98888230323792	0.724078718053577	0.0027999996708187	0.00159192214646777	1	1	1	6811	11	62806859	62832052
ENSG00000129351.17	ILF3	-2.98888230323791	-0.994155881277986	0.0027999996708187	0.000657263165339814	1	1	1	3609	19	10654345	10692399
ENSG00000119403.13	PHF19	2.98253513951262	1.63794870404528	0.00285871829669547	0.000181626986709853	2	2	2	26147	9	120855650	120902159
ENSG00000181610.12	MRPS23	-2.9781436920166	-1.03629652027407	0.00289999992814823	0.000406136130633231	1	1	1	51649	17	57834780	57850043
ENSG00000168743.12	NPNT	-2.96773791313171	-0.376102773723359	0.00300000011916281	0.00628100420843145	1	1	1	255743	4	105895452	105971670
ENSG00000162231.13	NXF1	2.96773791313171	15.9651436162362	0.00300000011916281	3.19609184733586e-06	1	1	1	10482	11	62792124	62805442
ENSG00000099901.16	RANBP1	2.95271918367089	0.805228874493991	0.00314988363142634	0.000873048705590075	2	2	2	5902	22	20116103	20127354
ENSG00000085982.13	USP40	2.949688124056	0.0943499601035546	0.0031809485027267	0.0632665542463586	2	2	2	55230	2	233475520	233566788
ENSG00000168003.16	SLC3A2	-2.94784259796142	-71.5797373363843	0.00319999952617064	1.58995454965165e-07	1	1	1	6520	11	62856108	62888859
ENSG00000138698.14	RAP1GDS1	2.94004526910138	0.442776636411303	0.003281642978768	0.00212560259336116	2	2	2	5910	4	98261380	98443857
ENSG00000248994.1	RP11-259O2.1	-2.93831634521484	-0.157247720589309	0.00330000110188497	0.0189491960743776	1	1	1	NA	NA	NA	NA
ENSG00000175866.15	BAIAP2	2.9290497303009	0.403548619872361	0.00340000020385964	0.00190216697641395	1	1	1	10458	17	81035130	81117433
ENSG00000214293.8	APTR	2.92694090426197	0.0669837361217254	0.0034231391795173	0.111385746116712	2	2	2	100505854	7	77657659	77697344
ENSG00000163328.13	GPR155	-2.92445898533809	-0.151584878002807	0.00345055548162059	0.0302391984549286	2	2	2	151556	2	174431570	174494000
ENSG00000134013.15	LOXL2	2.91123771667481	9.1236700256698	0.00360000011025066	7.40721412340504e-06	1	1	1	4017	8	23296896	23404119
ENSG00000171222.10	SCAND1	2.9112377166748	0.681598497699994	0.00360000011025067	0.00135190118774475	1	1	1	51282	20	35953623	35959471
ENSG00000108344.14	PSMD3	2.90266680717468	0.716239493225799	0.00370000057736301	0.000679443504244678	1	1	1	5709	17	39980806	39997958
ENSG00000159256.12	MORC3	-2.89430403709412	-10.0512008611036	0.00380000019313379	6.45333886864338e-06	1	1	1	23515	21	36320196	36376636
ENSG00000148826.8	NKX6-2	2.88613891601562	4.56294117275791	0.00389999975618806	2.10422690337153e-05	1	1	1	84504	10	132782228	132786146
ENSG00000206053.12	HN1L	2.87816166877747	1.03770444944299	0.00400000089165973	0.000704021219019891	1	1	1	NA	NA	NA	NA
ENSG00000073584.18	SMARCE1	2.87505630472943	0.141021465099649	0.00403955454933835	0.0312845135584186	2	2	2	6605	17	40624961	40647817
ENSG00000108306.11	FBXL20	-2.86273622512817	-0.262678294334231	0.0042000005086763	0.00717596639404473	1	1	1	84961	17	39252662	39402555
ENSG00000173013.5	CCDC96	2.84080362319946	7.53909653407878	0.0045000013357018	8.4560709355006e-06	1	1	1	257236	4	7040848	7043000
ENSG00000115904.12	SOS1	2.8337869644165	0.723414763001918	0.00459999864162511	0.00115949838820186	1	1	1	6654	2	38981548	39124867
ENSG00000167702.11	KIFC2	2.82329799563129	0.105474882501536	0.00475323688400164	0.0514239019561627	2	2	2	90990	8	144466245	144474201
ENSG00000204314.10	PRRT1	2.81353545188904	0.204612422145102	0.00489999827550472	0.0114934252652788	1	1	1	80863	6	32148327	32153625
ENSG00000264522.5	OTUD7B	2.80064868927002	0.878593529892752	0.00510000064516489	0.000537117634724985	1	1	1	56957	1	149937811	150010775
ENSG00000186638.16	KIF24	2.80064868927002	0.215922101843185	0.0051000006451649	0.015163079508218	1	1	1	347240	9	34252032	34333519
ENSG00000049656.13	CLPTM1L	-2.80064868927002	-0.507890683100632	0.00510000064516491	0.00234426140130716	1	1	1	81037	5	1317751	1345098
ENSG00000277453.1	CTC-492K19.7	-2.79437589645386	-0.483359071772736	0.00519999955496799	0.0015862693576949	1	1	1	NA	NA	NA	NA
ENSG00000159164.9	SV2A	2.79164344866226	0.123951588838913	0.00524411069508812	0.0253346831373304	2	2	2	9900	1	149903317	149917843
ENSG00000164306.10	PRIMPOL	-2.77830017700774	-0.259210935868059	0.00546441114755543	0.0079512160523976	2	2	2	201973	4	184649671	184694951
ENSG00000117362.12	APH1A	-2.77619028091431	-0.619116537840816	0.00550000092129486	0.000828164688194611	1	1	1	51107	1	150265403	150282178
ENSG00000272988.1	RP11-150D20.5	2.77619028091431	20.3015365826405	0.00550000092129486	1.55259041408147e-06	1	1	1	NA	NA	NA	NA
ENSG00000123064.12	DDX54	-2.77032732963562	-0.722641879722008	0.00559999834442497	0.00071840579705293	1	1	1	79039	12	113157172	113185477
ENSG00000237595.3	RP11-112L6.3	-2.77032732963562	-0.107749180662017	0.00559999834442497	0.0525137671166298	1	1	1	NA	NA	NA	NA
ENSG00000150672.16	DLG2	-2.77032732963562	-2.53270075751695	0.00559999834442497	8.12807399131677e-05	1	1	1	1740	11	83455008	85628534
ENSG00000232903.2	LINC01166	2.76552715344317	0.0642672465318046	0.00568308734575984	0.145300075109634	2	2	2	101927590	10	132943966	132965288
ENSG00000113013.12	HSPA9	2.76325117330776	5.55640119526351	0.00572287085258301	1.14224333848921e-05	2	2	2	3313	5	138553755	138575400
ENSG00000148399.12	DPH7	2.75887894630432	0.251069798964538	0.00580000156610927	0.0114105199718462	1	1	1	92715	9	137554443	137578924
ENSG00000182324.6	KCNJ14	-2.75841765470071	-0.260110277572901	0.00580819365461242	0.00936592843606947	2	2	2	3770	19	48455573	48466979
ENSG00000152413.14	HOMER1	-2.7536582316895	-1.83015182414505	0.00589332744505364	0.000215998156656093	2	2	2	9456	5	79372635	79514133
ENSG00000164821.4	DEFA4	-2.74778127670288	-5.6181229936852	0.00600000198980504	1.7595514127812e-05	1	1	1	1669	8	6935819	6938305
ENSG00000237541.3	HLA-DQA2	2.74778127670288	0.0666797257732007	0.00600000198980504	0.128649593601062	1	1	1	3118	6	32741390	32747197
ENSG00000128989.10	ARPP19	-2.74235701560974	-0.234397254946542	0.00610000010281099	0.00924435168262898	1	1	1	10776	15	52547044	52569445
ENSG00000270761.1	RP11-385F7.1	-2.74235701560974	-0.0817682419963399	0.00610000010281099	0.0750486746943097	1	1	1	NA	NA	NA	NA
ENSG00000184640.17	SEPT9	-2.73701214790344	-6.15276105387342	0.00620000035019757	2.32621813748833e-05	1	1	1	NA	NA	NA	NA
ENSG00000169519.20	METTL15	-2.73528151286595	-0.146378798231233	0.00623269473720318	0.0254042393583008	2	2	2	196074	11	28108250	28527040
ENSG00000204388.6	HSPA1B	-2.72655129432678	-0.764678996470139	0.00640000043009508	0.00114382637511528	1	1	1	3304	6	31827737	31830253
ENSG00000105443.13	CYTH2	-2.72655129432678	-0.162494433690365	0.00640000043009509	0.0192355462678334	1	1	1	9266	19	48469340	48482313
ENSG00000137288.9	UQCC2	-2.72655129432678	-4.00259112199405	0.00640000043009509	4.01883013558134e-05	1	1	1	84300	6	33696763	33711699
ENSG00000094804.9	CDC6	-2.7237854470266	-0.622678371626669	0.00645384177562071	0.00116610319350291	2	2	2	990	17	40287877	40304656
ENSG00000178982.9	EIF3K	-2.72143077850342	-0.506718640363939	0.00649999966527062	0.00234988511019189	1	1	1	27335	19	38619187	38636953
ENSG00000134285.10	FKBP11	-2.72143077850342	-0.704607112948414	0.00649999966527063	0.000652053879904282	1	1	1	51303	12	48921962	48925491
ENSG00000128805.14	ARHGAP22	-2.71638059616089	-0.574410911164854	0.00659999974679332	0.00196630697225339	1	1	1	58504	10	48429830	48656264
ENSG00000129595.12	EPB41L4A	-2.71638059616089	-0.139832767030393	0.00659999974679332	0.0274694325980482	1	1	1	64097	5	112141828	112419276
ENSG00000171812.12	COL8A2	2.70648336410522	7.97519912633258	0.00679999893093581	7.65875550011433e-06	1	1	1	1296	1	36095238	36126206
ENSG00000203747.10	FCGR3A	2.70163249969482	1.35578863833565	0.00689999815067572	0.000241880304026339	1	1	1	2214	1	161541758	161550736
ENSG00000151292.17	CSNK1G3	-2.70116499378166	-0.359769654000091	0.00690970511022355	0.00382065866216801	2	2	2	1456	5	123512115	123617048
ENSG00000196110.7	ZNF699	-2.69896548011921	-0.213413175842285	0.00695553907135871	0.0130587883249156	2	2	2	374879	19	9291139	9309837
ENSG00000168702.17	LRP1B	-2.69684433937073	-0.225972852426881	0.0069999983500773	0.0121618198318572	1	1	1	53353	2	140231422	142132462
ENSG00000112175.7	BMP5	2.69684433937073	0.268953698354451	0.00699999835007731	0.0050839606717078	1	1	1	653	6	55753652	55875589
ENSG00000139405.15	RITA1	2.69274285661104	0.123461686667983	0.00708669026314906	0.0224818581049575	2	2	2	84934	12	113185559	113192367
ENSG00000172216.5	CEBPB	-2.69211721420288	-6.38147511302335	0.00709999869723973	1.25726782395316e-05	1	1	1	1051	20	50190582	50192689
ENSG00000139194.7	RBP5	2.69211721420288	15.764384171884	0.00709999869723973	2.65175632022319e-06	1	1	1	83758	12	7119105	7130271
ENSG00000145365.10	TIFA	-2.69211721420288	-4.68347372804588	0.00709999869723974	2.17303601867098e-05	1	1	1	92610	4	112274536	112285903
ENSG00000143368.9	SF3B4	2.68744945526123	4.34098160253043	0.00719999982516552	1.88992832006484e-05	1	1	1	10262	1	149923316	149927802
ENSG00000271503.5	CCL5	-2.68744945526123	-4.62820695768	0.00719999982516552	2.47125843409266e-05	1	1	1	6352	17	35871490	35880359
ENSG00000168481.8	LGI3	-2.68728754935321	-7.38000692619888	0.00720349103827738	1.58511232675161e-05	2	2	2	203190	8	22146829	22156805
ENSG00000278611.1	CTC-543D15.8	2.68347662106175	0.0827433778240192	0.00728610692693968	0.0706141251716934	2	2	2	NA	NA	NA	NA
ENSG00000167978.16	SRRM2	-2.6828396320343	-1.49807157321108	0.00729999863911867	0.000390490577399539	1	1	1	23524	16	2750902	2771411
ENSG00000176083.17	ZNF683	-2.6828396320343	-0.335594614018898	0.00729999863911868	0.00361878872534155	1	1	1	257101	1	26361631	26374535
ENSG00000227471.8	AKR1B15	-2.6828396320343	-0.0750726142449276	0.00729999863911869	0.0957502279268518	1	1	1	441282	7	134549109	134579868
ENSG00000122515.14	ZMIZ2	-2.67828607559204	-0.425213009943286	0.00739999854321207	0.00299084737792797	1	1	1	83637	7	44748546	44769880
ENSG00000188976.10	NOC2L	2.67828607559204	0.404146056189647	0.00739999854321207	0.00362296717349107	1	1	1	26155	1	944202	959255
ENSG00000205307.11	SAP25	2.67564675346618	0.0781736687334879	0.00745852115685185	0.05404170540408	2	2	2	100316904	7	100572227	100573899
ENSG00000099810.18	MTAP	2.6721259220237	0.430914155447473	0.00753723587832818	0.00144417718095496	2	2	2	4507	9	21802635	21867080
ENSG00000142657.20	PGD	2.66934204101562	0.218008812008341	0.00760000114907433	0.0109044585567348	1	1	1	5226	1	10399063	10420510
ENSG00000121807.5	CCR2	2.66060662269592	1.84632234843096	0.00780000268885668	0.000127625529770054	1	1	1	729230	3	46354110	46360939
ENSG00000198633.10	ZNF534	2.65920678722766	0.0331229493481322	0.00783248732650522	0.411358361035126	2	2	2	147658	19	52429147	52452262
ENSG00000113073.14	SLC4A9	-2.65631413459778	-0.328568362926245	0.00789999860365174	0.00386452672667069	1	1	1	83697	5	140359644	140375176
ENSG00000105939.12	ZC3HAV1	2.65206980705261	0.649531526680008	0.00800000002013013	0.00116188357736587	1	1	1	56829	7	139043514	139109719
ENSG00000234584.1	AC019186.1	2.65206980705261	4.74414192980462	0.00800000002013013	2.58334438180479e-05	1	1	1	NA	NA	NA	NA
ENSG00000134452.19	FBXO18	2.64604719517654	0.161232360410928	0.00814384534382322	0.0230819145183211	2	2	2	NA	NA	NA	NA
